'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:10.602',-179.71,1545.776,-20.672,-55.195,87.424,2.939,-12.205,1.704,2.881,-12.18,1.611,-0.363,0.162,-0.818,8.601
'0:10.605',-127.368,1520.144,-21.094,-56.22,86.743,2.976,-12.133,1.767,2.909,-12.179,1.68,-0.359,0.167,-0.802,8.605
'0:10.609',-74.569,1526.004,-21.491,-56.524,85.843,2.953,-11.998,1.878,2.947,-12.032,1.799,-0.359,0.16,-0.806,8.609
'0:10.613',-42.173,1559.72,-21.51,-56.935,84.793,2.918,-11.85,2.001,2.888,-11.922,1.916,-0.347,0.163,-0.785,8.613
'0:10.617',-8.735,1533.347,-21.631,-56.867,83.316,2.895,-11.667,2.113,2.888,-11.785,1.936,-0.347,0.163,-0.785,8.617
'0:10.621',29.267,1567.029,-21.538,-57.13,81.553,2.873,-11.461,2.213,2.877,-11.539,2.133,-0.337,0.16,-0.791,8.62
'0:10.625',63.749,1578.751,-20.913,-57.178,79.572,2.814,-11.217,2.289,2.867,-11.392,2.212,-0.339,0.146,-0.823,8.624
'0:10.629',86.954,1569.219,-20.584,-57.42,77.387,2.756,-10.914,2.354,2.771,-11.059,2.252,-0.321,0.153,-0.841,8.628
'0:10.633',121.436,1602.193,-18.952,-58.749,71.677,2.711,-10.576,2.396,2.703,-10.638,2.372,-0.325,0.139,-0.825,8.632
'0:10.637',121.697,1643.218,-18.222,-59.666,68.281,2.678,-10.215,2.414,2.703,-10.454,2.373,-0.302,0.144,-0.839,8.636
'0:10.641',141.643,1649.82,-17.329,-60.245,64.969,2.645,-9.865,2.42,2.684,-10.045,2.386,-0.321,0.126,-0.856,8.64
'0:10.645',143.533,1695.224,-16.384,-61.183,61.277,2.637,-9.504,2.426,2.656,-9.803,2.358,-0.321,0.126,-0.856,8.644
'0:10.648',136.559,1727.457,-15.318,-61.756,57.563,2.616,-9.191,2.432,2.599,-9.404,2.37,-0.305,0.139,-0.825,8.648
'0:10.652',125.477,1775.825,-14.423,-62.619,53.949,2.607,-8.939,2.424,2.599,-9.219,2.352,-0.305,0.133,-0.831,8.652
'0:10.656',108.791,1829.312,-13.269,-62.774,50.35,2.609,-8.711,2.416,2.618,-8.84,2.414,-0.318,0.131,-0.814,8.656
'0:10.660',92.886,1874.008,-12.526,-63.239,46.674,2.636,-8.543,2.419,2.648,-8.551,2.349,-0.295,0.133,-0.823,8.659
'0:10.664',77.242,1950.198,-11.677,-63.435,43.371,2.661,-8.411,2.422,2.647,-8.511,2.388,-0.3,0.135,-0.843,8.663
'0:10.668',71.571,1968.487,-10.753,-63.354,40.048,2.699,-8.328,2.4,2.686,-8.337,2.38,-0.3,0.135,-0.829,8.667
'0:10.672',61.859,2024.164,-10.027,-62.848,37.001,2.737,-8.269,2.402,2.696,-8.298,2.4,-0.305,0.123,-0.829,8.671
'0:10.676',60.555,2063.74,-9.248,-61.81,34.13,2.761,-8.282,2.378,2.715,-8.269,2.371,-0.3,0.121,-0.843,8.675
'0:10.680',42.76,2110.626,-8.351,-60.38,31.052,2.81,-8.26,2.354,2.792,-8.3,2.392,-0.3,0.117,-0.862,8.679
'0:10.684',27.377,2157.511,-7.452,-58.749,28.509,2.871,-8.309,2.354,2.84,-8.31,2.393,-0.279,0.114,-0.858,8.683
'0:10.688',23.857,2170.681,-6.973,-56.631,25.815,2.931,-8.372,2.306,2.869,-8.38,2.344,-0.3,0.119,-0.827,8.687
'0:10.691',14.992,2198.536,-6.146,-53.921,23.459,2.967,-8.481,2.292,2.898,-8.439,2.315,-0.277,0.112,-0.858,8.691
'0:10.695',12.776,2220.531,-5.097,-51.197,21.218,3.039,-8.603,2.291,2.927,-8.585,2.304,-0.277,0.112,-0.858,8.695
'0:10.699',-21.967,2211.74,-4.622,-47.596,19.179,3.087,-8.725,2.253,2.994,-8.645,2.276,-0.293,0.108,-0.856,8.699
'0:10.703',-21.445,2215.377,-3.987,-44.387,17.276,3.11,-8.858,2.251,3.042,-8.753,2.275,-0.295,0.117,-0.833,8.702
'0:10.707',-25.226,2224.168,-2.965,-40.968,15.32,3.157,-8.99,2.261,3.12,-8.92,2.207,-0.284,0.112,-0.869,8.706
'0:10.711',-33.048,2172.163,-2.089,-38.116,13.193,3.156,-9.111,2.259,3.1,-9.016,2.265,-0.276,0.107,-0.848,8.71
'0:10.715',-19.033,2169.233,-1.52,-35.466,11.67,3.167,-9.219,2.294,3.11,-9.124,2.215,-0.274,0.094,-0.881,8.714
'0:10.719',-8.474,2102.576,-0.479,-32.736,9.6,3.117,-9.301,2.304,3.081,-9.22,2.263,-0.279,0.098,-0.854,8.718
'0:10.723',-9.06,2076.91,0.374,-30.773,7.931,3.031,-9.359,2.338,3.07,-9.316,2.311,-0.279,0.098,-0.854,8.722
'0:10.727',6.323,2034.437,0.905,-28.98,6.267,2.957,-9.345,2.349,2.955,-9.334,2.279,-0.272,0.112,-0.912,8.726
'0:10.730',17.143,1968.487,1.65,-27.928,4.301,2.847,-9.379,2.335,2.917,-9.363,2.249,-0.29,0.101,-0.839,8.73
'0:10.734',14.666,1911.362,2.37,-27.247,2.252,2.737,-9.363,2.37,2.743,-9.329,2.315,-0.277,0.108,-0.835,8.734
'0:10.738',23.857,1835.173,3.311,-26.721,0.338,2.651,-9.337,2.393,2.743,-9.318,2.393,-0.284,0.103,-0.887,8.738
'0:10.742',52.407,1780.237,3.645,-26.762,-1.893,2.578,-9.358,2.477,2.541,-9.353,2.409,-0.281,0.103,-0.885,8.742
'0:10.746',51.886,1707.686,4.799,-27.274,-3.796,2.479,-9.378,2.547,2.512,-9.382,2.408,-0.281,0.103,-0.885,8.745
'0:10.750',66.747,1643.218,5.688,-27.982,-5.845,2.394,-9.351,2.619,2.443,-9.369,2.524,-0.29,0.101,-0.864,8.749
'0:10.754',81.283,1608.054,6.365,-28.946,-7.707,2.308,-9.336,2.691,2.299,-9.375,2.561,-0.258,0.105,-0.858,8.753
'0:10.758',102.859,1545.776,7.302,-30.221,-9.517,2.223,-9.309,2.727,2.27,-9.346,2.57,-0.277,0.092,-0.887,8.757
'0:10.762',128.476,1497.442,8.212,-31.663,-11.42,2.162,-9.234,2.788,2.193,-9.304,2.628,-0.267,0.091,-0.892,8.761
'0:10.766',145.684,1435.164,9.056,-33.686,-13.511,2.089,-9.172,2.812,2.125,-9.244,2.686,-0.281,0.105,-0.858,8.765
'0:10.770',163.805,1383.158,9.974,-35.567,-15.253,2.005,-9.073,2.849,2.047,-9.134,2.763,-0.293,0.1,-0.85,8.769
'0:10.773',195.289,1359.715,10.489,-37.712,-17.489,1.945,-8.963,2.874,1.951,-9.045,2.772,-0.293,0.1,-0.85,8.773
'0:10.777',214.192,1330.412,10.97,-40.119,-19.372,1.86,-8.877,2.875,1.913,-8.976,2.792,-0.295,0.103,-0.852,8.777
'0:10.781',222.274,1265.203,11.494,-42.283,-21.452,1.837,-8.757,2.852,1.826,-8.829,2.801,-0.288,0.105,-0.86,8.781
'0:10.785',240.852,1263.014,11.538,-44.724,-23.433,1.813,-8.708,2.829,1.778,-8.799,2.761,-0.302,0.1,-0.85,8.784
'0:10.789',245.219,1239.571,11.553,-46.726,-25.16,1.838,-8.649,2.842,1.769,-8.692,2.782,-0.295,0.096,-0.856,8.788
'0:10.793',261.384,1216.128,11.893,-48.756,-27.255,1.863,-8.601,2.831,1.788,-8.673,2.782,-0.293,0.101,-0.854,8.792
'0:10.797',262.166,1192.686,11.686,-50.105,-29.091,1.937,-8.591,2.857,1.865,-8.616,2.794,-0.293,0.101,-0.833,8.796
'0:10.801',283.221,1186.825,11.631,-51.311,-30.656,1.997,-8.604,2.857,1.941,-8.558,2.834,-0.29,0.096,-0.833,8.8
'0:10.805',285.632,1169.95,11.243,-51.46,-32.263,2.12,-8.594,2.895,1.99,-8.569,2.835,-0.298,0.1,-0.869,8.804
'0:10.809',261.906,1172.88,10.922,-51.413,-33.719,2.218,-8.608,2.921,2.105,-8.61,2.807,-0.307,0.091,-0.846,8.808
'0:10.813',249.782,1166.312,10.652,-50.394,-35.233,2.352,-8.646,2.97,2.19,-8.618,2.965,-0.298,0.1,-0.896,8.812
'0:10.816',247.891,1163.382,10.211,-48.979,-36.429,2.437,-8.683,3.007,2.364,-8.65,2.978,-0.298,0.098,-0.806,8.816
'0:10.820',247.109,1164.089,9.991,-46.747,-37.765,2.522,-8.745,3.056,2.45,-8.71,2.988,-0.309,0.1,-0.814,8.82
'0:10.824',248.152,1156.039,8.866,-41.508,-39.586,2.595,-8.818,3.092,2.498,-8.749,3.008,-0.309,0.1,-0.814,8.824
'0:10.828',244.111,1146.507,8.309,-38.285,-40.329,2.631,-8.89,3.139,2.526,-8.855,3.047,-0.316,0.092,-0.856,8.827
'0:10.832',219.863,1164.83,7.988,-34.556,-40.896,2.655,-8.961,3.211,2.555,-8.914,3.057,-0.323,0.089,-0.814,8.831
'0:10.836',202.328,1153.85,7.349,-30.949,-41.52,2.666,-9.045,3.222,2.574,-9.011,3.105,-0.321,0.085,-0.837,8.835
'0:10.840',197.766,1123.065,7.068,-26.728,-42.285,2.689,-9.153,3.256,2.572,-9.075,3.29,-0.312,0.087,-0.829,8.839
'0:10.844',179.71,1160.452,6.5,-22.655,-43.111,2.725,-9.261,3.303,2.631,-9.233,3.202,-0.323,0.077,-0.854,8.843
'0:10.848',177.559,1121.616,6.201,-17.875,-43.512,2.76,-9.369,3.35,2.707,-9.35,3.241,-0.332,0.085,-0.823,8.847
'0:10.852',171.888,1124.547,5.874,-13.33,-43.938,2.808,-9.466,3.386,2.735,-9.408,3.28,-0.332,0.085,-0.823,8.851
'0:10.855',154.875,1137.009,5.639,-8.496,-44.417,2.832,-9.55,3.433,2.793,-9.564,3.3,-0.339,0.096,-0.829,8.855
'0:10.859',133.299,1106.964,5.365,-3.601,-44.453,2.806,-9.644,3.479,2.773,-9.601,3.367,-0.347,0.089,-0.816,8.859
'0:10.863',114.462,1099.622,5.337,0.924,-44.516,2.805,-9.727,3.538,2.734,-9.724,3.483,-0.342,0.096,-0.816,8.863
'0:10.867',96.406,1117.204,5.078,5.293,-44.786,2.743,-9.785,3.573,2.695,-9.801,3.511,-0.339,0.103,-0.829,8.867
'0:10.871',76.46,1101.104,4.983,9.109,-45.025,2.645,-9.831,3.595,2.599,-9.838,3.519,-0.351,0.091,-0.816,8.87
'0:10.875',75.091,1052.029,4.953,12.696,-44.734,2.547,-9.828,3.617,2.502,-9.845,3.566,-0.351,0.091,-0.816,8.874
'0:10.879',66.422,1045.427,4.932,15.596,-44.942,2.412,-9.812,3.652,2.434,-9.853,3.584,-0.358,0.101,-0.795,8.878
'0:10.883',62.119,1060.079,5.059,18.205,-45.306,2.29,-9.749,3.664,2.252,-9.811,3.601,-0.339,0.1,-0.825,8.882
'0:10.887',62.119,1059.338,5.405,20.531,-45.79,2.156,-9.674,3.675,2.233,-9.782,3.581,-0.349,0.092,-0.793,8.886
'0:10.891',61.077,1049.098,5.559,22.534,-46.388,2.072,-9.576,3.676,2.05,-9.681,3.628,-0.351,0.092,-0.829,8.89
'0:10.895',60.229,1016.865,5.895,24.354,-46.929,2.012,-9.454,3.677,1.925,-9.485,3.598,-0.359,0.105,-0.8,8.894
'0:10.898',65.639,1024.174,6.019,26.02,-47.584,1.915,-9.356,3.653,1.915,-9.446,3.598,-0.372,0.101,-0.81,8.898
'0:10.902',75.091,1054.959,6.165,27.537,-48.281,1.868,-9.211,3.631,1.81,-9.269,3.607,-0.372,0.101,-0.81,8.902
'0:10.906',60.555,1013.934,6.53,28.117,-48.853,1.784,-9.066,3.608,1.819,-9.202,3.579,-0.363,0.103,-0.777,8.906
'0:10.910',78.611,1034.447,6.627,28.98,-49.217,1.711,-8.98,3.573,1.686,-9.056,3.509,-0.368,0.105,-0.774,8.909
'0:10.914',93.147,1063.009,6.587,29.58,-49.628,1.639,-8.847,3.538,1.57,-8.928,3.499,-0.359,0.108,-0.814,8.913
'0:10.918',95.819,1063.009,6.587,29.91,-49.924,1.554,-8.749,3.526,1.542,-8.84,3.489,-0.379,0.094,-0.823,8.917
'0:10.922',104.489,1094.502,6.68,30.167,-49.955,1.506,-8.665,3.479,1.436,-8.732,3.439,-0.379,0.107,-0.785,8.921
'0:10.926',107.422,1074.731,6.737,30.376,-50.163,1.446,-8.58,3.467,1.418,-8.665,3.391,-0.379,0.107,-0.785,8.925
'0:10.930',127.107,1122.357,6.667,30.16,-50.293,1.41,-8.52,3.431,1.37,-8.557,3.391,-0.387,0.112,-0.785,8.929
'0:10.934',126.586,1147.989,6.777,30.099,-50.33,1.374,-8.483,3.419,1.331,-8.528,3.381,-0.377,0.117,-0.812,8.933
'0:10.938',128.476,1170.691,6.781,29.681,-50.428,1.337,-8.459,3.383,1.264,-8.45,3.351,-0.386,0.108,-0.804,8.937
'0:10.941',134.929,1193.393,6.6,29.169,-50.142,1.313,-8.435,3.347,1.226,-8.449,3.36,-0.382,0.119,-0.785,8.941
'0:10.945',152.724,1216.128,6.479,28.515,-49.914,1.325,-8.424,3.323,1.216,-8.478,3.321,-0.407,0.116,-0.756,8.945
'0:10.949',158.134,1238.83,6.323,27.935,-49.83,1.326,-8.412,3.311,1.216,-8.45,3.311,-0.393,0.119,-0.751,8.949
'0:10.953',160.285,1243.95,6.498,27.517,-49.394,1.313,-8.436,3.298,1.188,-8.459,3.281,-0.393,0.119,-0.751,8.952
'0:10.957',177.233,1241.019,6.294,26.876,-48.983,1.325,-8.436,3.274,1.188,-8.43,3.281,-0.398,0.126,-0.785,8.956
'0:10.961',180.492,1298.885,6.188,26.364,-48.452,1.35,-8.462,3.25,1.217,-8.442,3.223,-0.415,0.117,-0.772,8.96
'0:10.965',197.766,1274.735,6.101,25.784,-47.963,1.374,-8.498,3.238,1.208,-8.461,3.223,-0.415,0.128,-0.749,8.964
'0:10.969',220.906,1326,6.203,25.575,-47.272,1.386,-8.511,3.201,1.256,-8.462,3.185,-0.401,0.121,-0.758,8.968
'0:10.973',224.947,1323.81,6.053,25.224,-46.466,1.41,-8.524,3.201,1.275,-8.502,3.136,-0.403,0.128,-0.812,8.972
'0:10.977',241.699,1328.223,6.266,25.029,-45.899,1.422,-8.548,3.201,1.333,-8.532,3.176,-0.414,0.123,-0.768,8.976
'0:10.980',258.647,1361.905,6.011,24.793,-45.093,1.459,-8.549,3.19,1.323,-8.551,3.175,-0.414,0.123,-0.768,8.98
'0:10.984',258.972,1337.721,6.199,24.82,-44.022,1.483,-8.574,3.177,1.372,-8.601,3.117,-0.422,0.131,-0.758,8.984
'0:10.988',268.945,1354.596,6.498,24.806,-43.33,1.52,-8.575,3.178,1.401,-8.592,3.118,-0.412,0.126,-0.733,8.988
'0:10.992',259.494,1364.835,6.424,24.483,-42.222,1.532,-8.552,3.154,1.401,-8.573,3.108,-0.394,0.117,-0.823,8.992
'0:10.996',259.233,1345.064,6.239,24.449,-41.312,1.508,-8.551,3.13,1.42,-8.603,3.099,-0.422,0.133,-0.733,8.995
'0:11.000',257.082,1321.621,6.243,24.247,-40.246,1.533,-8.529,3.082,1.392,-8.593,3.049,-0.436,0.139,-0.762,8.999
'0:11.004',255.453,1316.468,6.213,23.788,-39.118,1.508,-8.504,3.082,1.402,-8.517,3.011,-0.436,0.139,-0.762,9.003
'0:11.008',251.15,1326,5.975,23.741,-38.098,1.509,-8.493,3.07,1.43,-8.468,3.061,-0.44,0.135,-0.72,9.007
'0:11.012',275.399,1342.133,5.669,23.343,-36.351,1.533,-8.457,3.071,1.43,-8.478,3.031,-0.428,0.14,-0.722,9.011
'0:11.016',289.152,1304.746,5.65,22.885,-35.098,1.534,-8.433,3.06,1.45,-8.449,3.022,-0.435,0.133,-0.741,9.015
'0:11.020',285.632,1313.537,5.247,22.514,-34.151,1.522,-8.434,3.035,1.488,-8.48,2.993,-0.447,0.139,-0.72,9.019
'0:11.023',270.249,1292.317,5.114,22.204,-33.085,1.534,-8.423,2.999,1.421,-8.42,3.002,-0.433,0.142,-0.733,9.023
'0:11.027',268.359,1268.134,4.702,21.738,-32.237,1.547,-8.375,2.976,1.421,-8.401,2.963,-0.44,0.146,-0.741,9.027
'0:11.031',260.863,1302.557,4.331,21.266,-30.968,1.534,-8.387,2.951,1.441,-8.393,2.915,-0.44,0.146,-0.741,9.031
'0:11.035',257.082,1258.602,4.025,20.68,-30.09,1.535,-8.375,2.952,1.403,-8.354,2.885,-0.452,0.139,-0.712,9.034
'0:11.039',266.208,1287.905,3.733,20.37,-28.946,1.522,-8.363,2.952,1.412,-8.392,2.924,-0.442,0.147,-0.733,9.038
'0:11.043',265.165,1250.552,3.21,19.911,-27.406,1.51,-8.375,2.963,1.393,-8.412,2.895,-0.445,0.151,-0.735,9.042
'0:11.047',250.303,1283.526,2.666,19.5,-26.642,1.51,-8.399,2.951,1.374,-8.451,2.835,-0.431,0.135,-0.772,9.046
'0:11.051',231.465,1288.646,2.189,18.839,-25.456,1.498,-8.399,2.927,1.384,-8.412,2.865,-0.449,0.144,-0.718,9.05
'0:11.055',212.301,1260.791,1.902,18.151,-24.333,1.485,-8.399,2.914,1.374,-8.412,2.875,-0.449,0.144,-0.718,9.054
'0:11.059',216.603,1276.184,1.513,17.828,-23.371,1.473,-8.423,2.914,1.345,-8.411,2.894,-0.454,0.151,-0.733,9.058
'0:11.063',226.837,1279.114,1.017,16.897,-22.086,1.461,-8.423,2.865,1.326,-8.45,2.874,-0.442,0.144,-0.774,9.062
'0:11.066',228.988,1247.621,0.582,16.007,-21.067,1.436,-8.423,2.853,1.345,-8.432,2.825,-0.457,0.146,-0.726,9.066
'0:11.070',215.561,1273.253,0.034,15.501,-19.949,1.449,-8.411,2.841,1.316,-8.441,2.825,-0.456,0.153,-0.722,9.07
'0:11.074',215.3,1296.696,-0.479,14.598,-19.205,1.437,-8.387,2.829,1.337,-8.405,2.689,-0.445,0.147,-0.718,9.074
'0:11.078',216.603,1292.317,-1.104,13.957,-18.092,1.437,-8.363,2.829,1.317,-8.404,2.737,-0.449,0.153,-0.745,9.077
'0:11.082',222.535,1268.875,-1.406,13.135,-17.276,1.449,-8.352,2.806,1.298,-8.355,2.767,-0.449,0.153,-0.745,9.081
'0:11.086',240.33,1304.039,-2.005,12.535,-16.335,1.449,-8.352,2.794,1.317,-8.355,2.747,-0.459,0.146,-0.714,9.085
'0:11.090',246.001,1285.716,-2.455,11.719,-15.362,1.45,-8.317,2.77,1.375,-8.337,2.719,-0.433,0.14,-0.758,9.089
'0:11.094',263.796,1284.234,-3.225,11.213,-14.65,1.475,-8.27,2.747,1.365,-8.326,2.807,-0.443,0.144,-0.787,9.093
'0:11.098',248.999,1312.089,-3.818,10.606,-13.833,1.462,-8.269,2.747,1.356,-8.288,2.739,-0.461,0.16,-0.695,9.097
'0:11.102',268.945,1273.994,-4.286,10.148,-12.803,1.5,-8.247,2.724,1.375,-8.27,2.681,-0.457,0.147,-0.731,9.101
'0:11.105',253.823,1281.303,-4.803,9.568,-11.987,1.5,-8.211,2.7,1.404,-8.251,2.701,-0.468,0.149,-0.693,9.105
'0:11.109',261.645,1329.671,-5.527,9.143,-11.28,1.525,-8.176,2.689,1.434,-8.184,2.653,-0.468,0.149,-0.693,9.109
'0:11.113',264.904,1293.025,-6.289,8.799,-10.463,1.562,-8.153,2.69,1.443,-8.185,2.624,-0.459,0.146,-0.718,9.113
'0:11.117',264.317,1315.76,-6.982,8.449,-9.787,1.574,-8.129,2.666,1.502,-8.158,2.576,-0.438,0.147,-0.718,9.117
'0:11.121',250.564,1356.785,-7.701,8.219,-9.184,1.587,-8.118,2.654,1.242,-8.153,2.582,-0.454,0.146,-0.739,9.12
'0:11.125',251.933,1366.317,-8.6,8.078,-8.045,1.648,-8.095,2.644,1.424,-8.126,2.624,-0.466,0.147,-0.735,9.124
'0:11.129',244.893,1372.178,-9.434,7.606,-7.333,1.648,-8.096,2.619,1.521,-8.07,2.587,-0.447,0.146,-0.749,9.128
'0:11.133',233.877,1386.83,-10.084,7.936,-6.313,1.661,-8.06,2.632,1.569,-8.081,2.568,-0.447,0.146,-0.749,9.132
'0:11.137',232.508,1394.139,-11.19,7.774,-5.601,1.722,-8.037,2.646,1.636,-8.101,2.638,-0.456,0.139,-0.747,9.136
'0:11.141',216.082,1397.81,-11.954,8.105,-4.457,1.759,-8.062,2.646,1.646,-8.082,2.599,-0.464,0.139,-0.749,9.14
'0:11.145',216.603,1410.272,-12.853,8.475,-3.63,1.771,-8.063,2.61,1.675,-8.094,2.531,-0.445,0.153,-0.71,9.144
'0:11.148',211.519,1414.651,-13.526,9.001,-2.46,1.832,-8.052,2.635,1.713,-8.064,2.6,-0.445,0.151,-0.731,9.148
'0:11.152',202.328,1424.924,-14.704,9.19,-1.55,1.844,-8.088,2.622,1.704,-8.074,2.561,-0.47,0.151,-0.703,9.152
'0:11.156',169.998,1427.854,-15.375,9.541,-0.421,1.905,-8.102,2.635,1.771,-8.085,2.533,-0.466,0.154,-0.718,9.156
'0:11.160',152.463,1432.233,-16.215,10.424,0.733,1.93,-8.09,2.66,1.78,-8.103,2.611,-0.466,0.154,-0.718,9.159
'0:11.164',227.163,1430.044,-16.964,11.017,1.877,1.954,-8.102,2.636,1.819,-8.085,2.582,-0.47,0.149,-0.718,9.163
'0:11.168',311.51,1421.994,-17.861,11.705,2.959,1.954,-8.114,2.648,1.838,-8.085,2.622,-0.471,0.149,-0.693,9.167
'0:11.172',414.76,1413.203,-18.439,12.379,4.067,1.978,-8.127,2.636,1.876,-8.105,2.603,-0.461,0.154,-0.714,9.171
'0:11.176',469.253,1421.253,-19.509,12.757,5.247,2.003,-8.127,2.648,1.876,-8.134,2.632,-0.47,0.151,-0.722,9.175
'0:11.180',351.924,1430.044,-20.103,13.034,6.345,2.016,-8.104,2.649,1.934,-8.145,2.603,-0.459,0.151,-0.693,9.179
'0:11.184',61.598,1422.701,-21.021,13.506,7.52,2.028,-8.104,2.625,1.963,-8.097,2.614,-0.459,0.151,-0.693,9.183
'0:11.188',-196.136,1408.049,-21.641,14.112,8.581,2.028,-8.104,2.625,1.963,-8.049,2.575,-0.457,0.151,-0.695,9.187
'0:11.191',-458.433,1419.771,-22.584,14.497,9.668,2.041,-8.057,2.626,1.973,-8.04,2.546,-0.449,0.142,-0.695,9.191
'0:11.195',-697.329,1434.423,-23.264,15.056,10.64,2.078,-8.033,2.639,1.982,-8.059,2.585,-0.449,0.151,-0.737,9.195
'0:11.199',-736.634,1406.601,-24.982,15.751,12.814,2.102,-8.022,2.627,1.973,-8.049,2.566,-0.456,0.142,-0.726,9.199
'0:11.203',-674.645,1403.671,-25.533,16.331,13.979,2.139,-7.999,2.628,2.021,-8.031,2.576,-0.436,0.149,-0.772,9.202
'0:11.207',-551.449,1405.86,-26.343,16.56,15.144,2.139,-8.011,2.616,2.002,-8.011,2.547,-0.452,0.133,-0.741,9.206
'0:11.211',-385.102,1402.189,-27.107,17.052,16.319,2.152,-7.987,2.628,2.04,-8.002,2.587,-0.452,0.133,-0.741,9.21
'0:11.215',-257.604,1417.581,-27.639,17.356,17.416,2.188,-8,2.641,2.05,-8.02,2.636,-0.452,0.151,-0.714,9.214
'0:11.219',-97.709,1411.721,-28.209,17.558,18.649,2.188,-7.988,2.629,2.059,-8.021,2.606,-0.449,0.149,-0.726,9.218
'0:11.223',47.062,1413.203,-28.861,17.915,19.689,2.164,-7.988,2.617,2.098,-8.003,2.588,-0.459,0.139,-0.708,9.222
'0:11.227',110.681,1424.924,-29.431,17.983,20.942,2.188,-7.976,2.617,2.079,-8.003,2.539,-0.445,0.144,-0.718,9.226
'0:11.230',110.681,1416.133,-30.334,18.037,21.831,2.176,-7.976,2.605,2.079,-7.974,2.558,-0.447,0.146,-0.733,9.23
'0:11.234',113.614,1411.721,-30.516,18.064,22.986,2.176,-7.952,2.593,2.079,-7.983,2.568,-0.438,0.146,-0.714,9.234
'0:11.238',105.01,1418.322,-31.316,18.239,23.922,2.176,-7.977,2.568,2.079,-7.945,2.539,-0.438,0.146,-0.714,9.238
'0:11.242',96.667,1426.372,-31.774,18.178,25.082,2.201,-7.965,2.569,2.07,-8.013,2.509,-0.449,0.131,-0.751,9.242
'0:11.246',78.285,1436.646,-32.158,17.989,25.981,2.201,-7.978,2.557,2.118,-7.985,2.5,-0.422,0.135,-0.722,9.245
'0:11.250',64.271,1443.955,-32.542,17.915,27.172,2.213,-7.978,2.545,2.146,-7.984,2.559,-0.431,0.128,-0.77,9.249
'0:11.254',66.747,1474.74,-33.148,17.908,28.243,2.237,-8.015,2.544,2.156,-7.995,2.54,-0.442,0.131,-0.728,9.253
'0:11.258',40.022,1440.283,-33.532,17.78,29.159,2.261,-8.04,2.52,2.176,-8.044,2.511,-0.44,0.135,-0.743,9.257
'0:11.262',30.897,1479.119,-33.931,17.45,30.048,2.273,-8.076,2.52,2.137,-8.073,2.5,-0.44,0.135,-0.743,9.261
'0:11.266',-2.021,1483.531,-34.359,17.302,31.223,2.285,-8.112,2.519,2.195,-8.065,2.472,-0.442,0.133,-0.737,9.265
'0:11.270',-14.145,1473.258,-34.5,17.308,32.133,2.285,-8.148,2.519,2.214,-8.094,2.452,-0.436,0.137,-0.72,9.269
'0:11.273',-43.282,1470.328,-34.849,17.072,32.971,2.309,-8.15,2.483,2.214,-8.123,2.471,-0.426,0.133,-0.741,9.273
'0:11.277',-55.927,1450.556,-35.266,16.594,33.938,2.333,-8.174,2.482,2.195,-8.172,2.461,-0.436,0.128,-0.756,9.277
'0:11.281',-83.434,1476.929,-35.771,16.681,34.515,2.296,-8.198,2.457,2.186,-8.201,2.422,-0.412,0.131,-0.701,9.281
'0:11.285',-99.6,1454.935,-36.111,16.486,35.155,2.308,-8.21,2.457,2.167,-8.182,2.402,-0.422,0.124,-0.733,9.284
'0:11.289',-110.159,1453.487,-36.14,16.209,35.696,2.32,-8.247,2.457,2.234,-8.221,2.432,-0.422,0.124,-0.733,9.288
'0:11.293',-106.9,1485.72,-36.518,15.811,36.216,2.345,-8.271,2.445,2.253,-8.251,2.442,-0.414,0.124,-0.731,9.292
'0:11.297',-105.271,1482.79,-36.851,15.805,36.741,2.344,-8.296,2.432,2.263,-8.3,2.412,-0.408,0.123,-0.779,9.296
'0:11.301',-86.694,1479.119,-36.841,15.481,37.131,2.368,-8.344,2.431,2.253,-8.319,2.412,-0.412,0.123,-0.749,9.3
'0:11.305',-71.05,1453.487,-37.233,15.596,37.318,2.392,-8.381,2.431,2.301,-8.359,2.412,-0.41,0.117,-0.754,9.304
'0:11.309',-47.062,1453.487,-37.383,15.549,37.833,2.404,-8.393,2.455,2.302,-8.44,2.236,-0.398,0.123,-0.789,9.308
'0:11.313',-25.487,1482.049,-37.596,15.252,37.823,2.416,-8.429,2.443,2.321,-8.418,2.364,-0.398,0.123,-0.789,9.312
'0:11.316',7.431,1491.581,-37.561,15.427,37.989,2.428,-8.466,2.418,2.369,-8.478,2.315,-0.394,0.128,-0.745,9.316
'0:11.320',54.623,1460.088,-37.989,15.218,37.739,2.452,-8.491,2.418,2.369,-8.517,2.334,-0.405,0.116,-0.768,9.32
'0:11.324',70.202,1484.238,-38.052,15.023,37.755,2.464,-8.516,2.381,2.388,-8.508,2.315,-0.41,0.116,-0.743,9.324
'0:11.328',82.913,1502.562,-38.428,14.982,37.365,2.489,-8.553,2.357,2.407,-8.507,2.374,-0.403,0.107,-0.793,9.327
