'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:05.484',-343.587,1354.458,15.271,-2.683,-12.299,0.66,-0.481,8.794,0.479,-0.471,8.664,0.097,0.829,-0.398,51.482
'0:05.488',-341.159,1353.779,15.114,-2.847,-12.201,0.696,-0.542,8.781,0.489,-0.481,8.664,0.095,0.829,-0.398,51.486
'0:05.492',-330.65,1353.573,15.865,-3.515,-11.973,0.72,-0.579,8.781,0.527,-0.569,8.683,0.091,0.831,-0.402,51.489
'0:05.496',-320.674,1353.911,16.431,-4.172,-11.988,0.769,-0.579,8.806,0.575,-0.579,8.684,0.09,0.835,-0.4,51.493
'0:05.500',-308.004,1354.667,17.118,-4.417,-11.995,0.83,-0.591,8.867,0.632,-0.599,8.743,0.097,0.833,-0.39,51.497
'0:05.504',-308.564,1355.479,17.684,-4.934,-12.014,0.867,-0.59,8.976,0.67,-0.596,8.91,0.09,0.833,-0.394,51.501
'0:05.508',-320.407,1355.946,18.688,-5.192,-11.95,0.903,-0.613,9.061,0.66,-0.576,8.959,0.091,0.831,-0.394,51.505
'0:05.512',-326.889,1355.856,19.454,-5.732,-12.235,0.904,-0.588,9.146,0.736,-0.585,9.028,0.091,0.831,-0.394,51.509
'0:05.516',-335.238,1355.34,20.405,-6.216,-12.059,0.928,-0.563,9.195,0.764,-0.584,9.097,0.097,0.815,-0.444,51.513
'0:05.520',-339.559,1354.793,21.541,-6.912,-11.838,0.965,-0.526,9.318,0.773,-0.583,9.205,0.114,0.826,-0.438,51.517
'0:05.523',-323.368,1354.577,22.431,-7.4,-11.924,0.99,-0.548,9.439,0.773,-0.591,9.254,0.104,0.826,-0.44,51.521
'0:05.527',-319.34,1354.828,23.557,-8.185,-12.16,1.038,-0.559,9.548,0.82,-0.56,9.401,0.098,0.822,-0.438,51.525
'0:05.531',-310.431,1355.427,24.521,-8.612,-12.156,1.111,-0.597,9.573,0.896,-0.56,9.5,0.104,0.824,-0.438,51.529
'0:05.535',-303.149,1356.152,25.1,-8.777,-12.149,1.185,-0.597,9.634,0.944,-0.61,9.432,0.111,0.824,-0.432,51.532
'0:05.539',-306.137,1356.842,26.152,-8.721,-11.797,1.222,-0.574,9.647,0.982,-0.551,9.541,0.111,0.824,-0.432,51.536
'0:05.543',-288.612,1357.452,26.823,-8.702,-11.793,1.284,-0.503,9.661,1.049,-0.522,9.571,0.107,0.831,-0.43,51.54
'0:05.547',-284.557,1357.947,27.128,-8.519,-11.235,1.309,-0.431,9.651,1.116,-0.474,9.583,0.098,0.828,-0.427,51.544
'0:05.551',-277.275,1358.299,27.273,-8.504,-10.759,1.31,-0.336,9.604,1.126,-0.407,9.544,0.098,0.826,-0.423,51.548
'0:05.555',-270.82,1358.581,27.501,-8.039,-10.463,1.262,-0.264,9.568,1.107,-0.33,9.525,0.079,0.837,-0.369,51.552
'0:05.559',-257.59,1358.947,27.541,-7.936,-10.035,1.202,-0.167,9.509,1.012,-0.223,9.436,0.097,0.826,-0.425,51.556
'0:05.563',-254.629,1359.466,27.402,-7.95,-9.447,1.129,-0.082,9.497,0.974,-0.184,9.416,0.097,0.826,-0.425,51.56
'0:05.566',-249.241,1360.027,27.014,-7.781,-8.799,1.081,-0.009,9.437,0.917,-0.068,9.329,0.1,0.828,-0.421,51.564
'0:05.570',-243.053,1360.33,27.005,-8.157,-8.608,1.058,0.075,9.426,0.917,-0.039,9.3,0.1,0.831,-0.419,51.568
'0:05.574',-238.732,1360.125,26.568,-8.176,-8.124,1.022,0.172,9.416,0.86,0.068,9.28,0.093,0.831,-0.411,51.571
'0:05.578',-226.061,1359.372,26.088,-8.472,-7.712,0.986,0.22,9.368,0.831,0.136,9.27,0.095,0.833,-0.411,51.575
'0:05.582',-205.843,1358.187,25.715,-8.862,-7.334,0.974,0.28,9.369,0.812,0.194,9.222,0.095,0.835,-0.407,51.579
'0:05.586',-199.361,1356.622,24.856,-8.909,-6.685,0.999,0.292,9.369,0.784,0.203,9.182,0.093,0.833,-0.404,51.583
'0:05.590',-177.542,1354.612,24.376,-8.815,-6.003,1.023,0.279,9.369,0.784,0.213,9.172,0.093,0.833,-0.404,51.587
'0:05.594',-174.287,1352.085,23.659,-8.631,-5.426,1.072,0.266,9.394,0.908,0.202,9.223,0.093,0.837,-0.404,51.591
'0:05.598',-146.253,1349.144,22.677,-8.721,-4.778,1.133,0.265,9.407,0.966,0.24,9.215,0.093,0.829,-0.4,51.595
'0:05.602',-140.865,1346.06,21.84,-8.373,-4.246,1.182,0.289,9.468,0.995,0.2,9.225,0.091,0.844,-0.402,51.599
'0:05.605',-132.516,1343.157,20.732,-8.133,-3.77,1.195,0.291,9.553,1.023,0.22,9.274,0.09,0.835,-0.404,51.603
'0:05.609',-126.568,1340.711,19.627,-7.513,-3.436,1.158,0.283,9.758,0.994,0.223,9.391,0.09,0.835,-0.386,51.607
'0:05.613',-125.501,1338.909,18.743,-7.156,-3.196,1.145,0.261,9.855,0.963,0.179,9.595,0.09,0.835,-0.386,51.611
'0:05.617',-114.431,1337.871,17.416,-6.799,-2.93,1.132,0.227,9.926,0.982,0.17,9.644,0.091,0.842,-0.398,51.614
'0:05.621',-108.243,1337.648,16.909,-6.526,-2.867,1.145,0.24,9.975,0.942,0.164,9.819,0.091,0.84,-0.396,51.618
'0:05.625',-98.8,1338.278,15.942,-6.174,-2.762,1.132,0.193,10.035,0.904,0.175,9.828,0.081,0.838,-0.392,51.622
'0:05.629',-93.145,1339.763,14.994,-6.066,-2.177,1.07,0.171,10.07,0.913,0.136,9.867,0.09,0.838,-0.394,51.626
'0:05.633',-93.145,1342.087,14.172,-6.075,-1.949,1.058,0.124,10.093,0.912,0.138,9.926,0.083,0.842,-0.388,51.63
'0:05.637',-82.636,1345.178,13.516,-6.545,-1.686,1.045,0.124,10.081,0.903,0.108,9.886,0.074,0.845,-0.348,51.634
'0:05.641',-91.251,1348.851,12.879,-6.418,-1.446,1.07,0.111,10.069,0.894,0.098,9.847,0.074,0.845,-0.348,51.638
'0:05.645',-96.106,1352.744,12.005,-6.296,-1.387,1.082,0.146,10.033,0.933,0.125,9.809,0.067,0.849,-0.329,51.642
'0:05.648',-90.985,1356.382,11.303,-6.296,-1.42,1.083,0.181,9.998,0.913,0.135,9.818,0.065,0.86,-0.327,51.646
'0:05.652',-109.043,1359.267,10.38,-6.089,-1.608,1.046,0.217,9.937,0.827,0.146,9.758,0.062,0.852,-0.333,51.65
'0:05.656',-114.991,1361.003,9.278,-5.61,-1.274,1.01,0.265,9.889,0.828,0.164,9.71,0.065,0.851,-0.329,51.654
'0:05.660',-122.273,1361.383,8.567,-5.347,-1.109,0.974,0.301,9.853,0.79,0.231,9.641,0.062,0.854,-0.327,51.657
'0:05.664',-141.932,1360.407,7.751,-5.018,-1.285,0.926,0.349,9.781,0.761,0.241,9.592,0.063,0.854,-0.327,51.661
'0:05.668',-137.371,1358.285,6.784,-5.305,-1.203,0.865,0.385,9.684,0.666,0.25,9.512,0.063,0.854,-0.327,51.665
'0:05.672',-157.296,1355.41,4.476,-6.334,-0.551,0.841,0.456,9.624,0.629,0.374,9.347,0.063,0.851,-0.325,51.669
'0:05.676',-164.045,1352.319,3.244,-6.681,-0.386,0.842,0.527,9.541,0.629,0.393,9.337,0.062,0.861,-0.327,51.673
'0:05.680',-169.993,1349.52,1.905,-6.573,-0.229,0.891,0.55,9.542,0.638,0.442,9.367,0.063,0.854,-0.327,51.677
'0:05.684',-172.687,1347.325,0.683,-6.273,-0.21,0.965,0.524,9.542,0.725,0.479,9.339,0.058,0.854,-0.323,51.681
'0:05.688',-199.628,1345.774,-0.542,-5.751,-0.705,1.062,0.475,9.603,0.821,0.448,9.351,0.06,0.86,-0.327,51.685
'0:05.691',-203.682,1344.677,-1.607,-4.684,-0.824,1.147,0.402,9.664,0.945,0.341,9.41,0.06,0.86,-0.327,51.689
'0:05.695',-212.298,1343.753,-2.983,-3.505,-1.094,1.17,0.318,9.699,0.974,0.332,9.489,0.06,0.854,-0.331,51.693
'0:05.699',-218.78,1342.885,-4.639,-3.449,-1.267,1.146,0.306,9.65,0.916,0.245,9.477,0.06,0.854,-0.327,51.696
'0:05.703',-219.846,1342.213,-5.775,-3.9,-0.843,1.024,0.355,9.552,0.897,0.225,9.389,0.053,0.851,-0.327,51.7
'0:05.707',-245.187,1342.004,-7.098,-4.121,0.199,0.841,0.452,9.418,0.735,0.312,9.231,0.06,0.854,-0.338,51.704
'0:05.711',-249.775,1342.457,-8.878,-3.702,1.514,0.684,0.612,9.395,0.601,0.392,9.219,0.06,0.852,-0.327,51.708
'0:05.715',-244.653,1343.568,-10.053,-3.266,2.065,0.599,0.651,9.467,0.447,0.51,9.198,0.062,0.854,-0.329,51.712
'0:05.719',-252.202,1345.123,-11.066,-2.918,1.847,0.66,0.64,9.564,0.494,0.512,9.326,0.062,0.854,-0.329,51.716
'0:05.723',-235.771,1346.753,-12.199,-1.894,1.345,0.83,0.53,9.698,0.541,0.465,9.434,0.063,0.856,-0.327,51.72
'0:05.727',-212.564,1348.137,-13.095,-0.545,0.911,1,0.408,9.807,0.761,0.406,9.593,0.058,0.852,-0.331,51.724
'0:05.730',-202.588,1349.165,-14.04,1.095,0.611,1.121,0.274,9.855,0.915,0.316,9.624,0.056,0.854,-0.327,51.728
'0:05.734',-165.938,1349.946,-15.188,1.945,0.39,1.169,0.177,9.878,0.972,0.151,9.663,0.056,0.851,-0.333,51.732
'0:05.738',-140.865,1350.59,-16.216,2.128,0.465,1.119,0.095,9.924,0.991,0.113,9.712,0.062,0.851,-0.331,51.736
'0:05.742',-199.628,1351.165,-16.967,2.777,0.761,1.057,0.037,9.958,0.933,0.037,9.74,0.062,0.851,-0.331,51.739
'0:05.746',-280.796,1351.719,-17.367,3.665,0.832,1.044,-0.034,10.017,0.884,-0.03,9.787,0.062,0.854,-0.335,51.743
'0:05.750',-303.709,1352.263,-18.22,4.952,0.521,1.104,-0.143,10.028,0.922,-0.068,9.846,0.06,0.852,-0.34,51.747
'0:05.754',-295.067,1352.838,-18.177,5.619,0.281,1.164,-0.241,10.027,0.932,-0.242,9.874,0.06,0.847,-0.344,51.751
'0:05.758',-278.076,1353.542,-18.697,5.887,-0.004,1.212,-0.314,10.003,1.038,-0.313,9.827,0.062,0.847,-0.346,51.755
'0:05.762',-254.629,1354.455,-18.728,6.385,-0.304,1.248,-0.364,9.966,1.047,-0.4,9.846,0.062,0.845,-0.335,51.759
'0:05.766',-233.877,1355.535,-18.909,6.428,-0.349,1.223,-0.412,9.904,1.057,-0.441,9.777,0.063,0.845,-0.35,51.763
'0:05.770',-237.104,1356.696,-19.091,6.362,-0.052,1.126,-0.365,9.771,1.019,-0.412,9.728,0.063,0.845,-0.35,51.767
'0:05.773',-242.226,1357.87,-19.691,5.704,0.6,1.041,-0.329,9.637,0.905,-0.335,9.561,0.062,0.845,-0.344,51.771
'0:05.777',-242.493,1358.95,-20.088,5.291,1.18,0.956,-0.27,9.492,0.848,-0.317,9.443,0.062,0.845,-0.348,51.775
'0:05.781',-237.638,1359.776,-20.492,4.337,1.585,0.896,-0.186,9.432,0.734,-0.239,9.373,0.062,0.845,-0.346,51.779
'0:05.785',-218.246,1360.264,-20.578,3.524,2.042,0.884,-0.138,9.384,0.706,-0.202,9.256,0.069,0.845,-0.35,51.782
'0:05.789',-205.309,1360.498,-20.605,2.716,2.286,0.872,-0.127,9.348,0.715,-0.154,9.246,0.063,0.844,-0.352,51.786
'0:05.793',-209.07,1360.64,-21.086,1.992,2.702,0.896,-0.127,9.336,0.687,-0.134,9.207,0.063,0.844,-0.361,51.79
'0:05.797',-208.003,1360.843,-21.566,1.184,2.814,0.921,-0.152,9.348,0.687,-0.134,9.207,0.063,0.842,-0.361,51.794
'0:05.801',-203.415,1361.222,-21.43,0.987,3.444,1.03,-0.19,9.385,0.783,-0.194,9.247,0.067,0.842,-0.356,51.798
'0:05.805',-185.891,1361.839,-21.631,1.109,4.028,1.128,-0.227,9.41,0.86,-0.196,9.19,0.065,0.84,-0.358,51.802
'0:05.809',-173.22,1362.658,-21.732,2.133,4.523,1.25,-0.23,9.424,0.946,-0.244,9.269,0.072,0.838,-0.35,51.806
'0:05.813',-176.181,1363.522,-22.166,2.518,5.22,1.311,-0.243,9.424,1.081,-0.266,9.3,0.065,0.842,-0.365,51.81
'0:05.816',-158.39,1364.244,-22.785,2.772,5.625,1.397,-0.257,9.437,1.138,-0.324,9.33,0.063,0.842,-0.367,51.814
'0:05.820',-154.602,1364.752,-22.945,3.421,6.37,1.446,-0.282,9.462,1.253,-0.326,9.352,0.063,0.842,-0.367,51.818
'0:05.824',-168.099,1365.059,-23.364,4.121,6.768,1.47,-0.306,9.462,1.263,-0.346,9.322,0.062,0.845,-0.367,51.821
'0:05.828',-169.993,1365.16,-23.813,4.788,7.165,1.495,-0.283,9.475,1.302,-0.299,9.265,0.069,0.837,-0.371,51.825
'0:05.832',-189.118,1365.066,-24.327,4.999,7.663,1.482,-0.295,9.462,1.302,-0.289,9.304,0.069,0.837,-0.375,51.829
'0:05.836',-204.749,1364.885,-25.195,5.338,7.888,1.446,-0.269,9.486,1.301,-0.288,9.343,0.069,0.838,-0.377,51.833
'0:05.840',-217.419,1364.714,-25.709,6.291,8.638,1.458,-0.268,9.547,1.243,-0.237,9.411,0.07,0.842,-0.381,51.837
'0:05.844',-200.455,1364.488,-25.986,7.034,8.971,1.446,-0.254,9.644,1.271,-0.275,9.47,0.069,0.84,-0.375,51.841
'0:05.848',-188.051,1364.052,-26.405,7.992,9.395,1.446,-0.241,9.729,1.281,-0.265,9.519,0.069,0.84,-0.375,51.845
'0:05.852',-175.114,1363.4,-27.535,9.12,9.949,1.409,-0.24,9.74,1.251,-0.273,9.596,0.074,0.837,-0.381,51.849
'0:05.855',-172.687,1362.731,-27.824,9.167,10.508,1.372,-0.239,9.728,1.213,-0.252,9.615,0.076,0.835,-0.388,51.853
'0:05.859',-182.93,1362.317,-28.495,9.186,11.336,1.324,-0.214,9.74,1.155,-0.271,9.585,0.077,0.831,-0.392,51.857
'0:05.863',-181.303,1362.355,-28.904,9.449,11.89,1.348,-0.238,9.74,1.184,-0.242,9.634,0.074,0.837,-0.39,51.861
'0:05.867',-170.26,1362.916,-29.064,9.688,12.273,1.372,-0.262,9.776,1.193,-0.261,9.644,0.077,0.829,-0.394,51.864
'0:05.871',-159.723,1363.972,-30.034,9.322,12.434,1.372,-0.311,9.751,1.251,-0.3,9.664,0.077,0.829,-0.394,51.868
'0:05.875',-157.59,1365.432,-30.757,9.209,12.831,1.359,-0.371,9.737,1.194,-0.369,9.585,0.077,0.828,-0.396,51.872
'0:05.879',-150.308,1367.157,-31.536,9.153,13.138,1.333,-0.443,9.687,1.164,-0.446,9.603,0.083,0.833,-0.398,51.876
'0:05.883',-147.347,1368.976,-31.927,9.331,13.573,1.308,-0.538,9.722,1.155,-0.494,9.583,0.081,0.831,-0.402,51.88
'0:05.887',-151.908,1370.704,-32.186,9.999,13.828,1.282,-0.632,9.828,1.106,-0.657,9.679,0.086,0.826,-0.404,51.884
'0:05.891',-157.296,1372.165,-32.367,10.891,14.083,1.232,-0.736,9.959,1.048,-0.703,9.755,0.079,0.824,-0.411,51.888
'0:05.895',-156.496,1373.179,-32.715,11.775,14.581,1.145,-0.853,10.04,1.036,-0.826,9.92,0.093,0.824,-0.415,51.892
'0:05.898',-135.477,1373.653,-32.54,12.362,14.723,1.058,-0.91,10.087,0.95,-0.883,9.899,0.093,0.824,-0.415,51.896
'0:05.902',-132.783,1373.674,-32.503,12.277,15.492,0.96,-0.932,10.048,0.815,-0.939,9.896,0.083,0.821,-0.411,51.9
'0:05.906',-119.286,1373.468,-32.521,11.911,16.144,0.875,-0.908,9.975,0.71,-0.929,9.816,0.09,0.824,-0.419,51.904
'0:05.910',-123.607,1373.252,-32.752,11.812,17.024,0.753,-0.847,9.853,0.643,-0.881,9.747,0.09,0.821,-0.423,51.907
'0:05.914',-107.443,1373.168,-32.66,11.131,17.864,0.644,-0.739,9.733,0.519,-0.832,9.628,0.093,0.822,-0.423,51.911
'0:05.918',-118.752,1373.356,-32.641,10.595,18.962,0.522,-0.678,9.635,0.443,-0.794,9.559,0.093,0.815,-0.43,51.915
'0:05.922',-99.627,1373.97,-32.413,10.191,19.872,0.511,-0.631,9.564,0.328,-0.666,9.529,0.093,0.815,-0.43,51.919
'0:05.926',-86.957,1375.151,-32.078,9.74,20.764,0.572,-0.646,9.491,0.396,-0.67,9.383,0.091,0.817,-0.43,51.923
'0:05.930',-91.251,1376.946,-31.961,9.223,20.828,0.657,-0.698,9.395,0.454,-0.73,9.354,0.095,0.819,-0.432,51.927
'0:05.934',-90.185,1379.193,-31.718,8.345,20.592,0.706,-0.713,9.286,0.542,-0.743,9.229,0.097,0.817,-0.434,51.931
'0:05.938',-100.961,1381.493,-32.044,8.002,20.401,0.706,-0.738,9.201,0.533,-0.765,9.111,0.102,0.817,-0.436,51.935
'0:05.941',-98.267,1383.393,-32.275,7.485,20.427,0.682,-0.715,9.141,0.486,-0.728,8.974,0.107,0.817,-0.432,51.939
'0:05.945',-102.054,1384.675,-32.13,6.592,20.884,0.669,-0.751,9.128,0.496,-0.747,8.994,0.102,0.817,-0.444,51.943
'0:05.949',-106.882,1385.386,-32.269,6.423,20.873,0.755,-0.764,9.153,0.553,-0.756,9.063,0.102,0.817,-0.444,51.946
'0:05.953',-106.349,1385.644,-32.41,6.489,20.382,0.852,-0.849,9.25,0.629,-0.883,9.122,0.102,0.813,-0.45,51.95
'0:05.957',-116.858,1385.55,-32.413,7.095,19.576,0.985,-0.935,9.323,0.735,-0.952,9.152,0.104,0.808,-0.45,51.954
'0:05.961',-98.267,1385.229,-32.524,8.072,19.055,1.106,-1.044,9.431,0.888,-1.06,9.232,0.105,0.808,-0.453,51.958
'0:05.965',-102.054,1384.839,-32.367,9.392,18.696,1.203,-1.127,9.564,0.925,-1.087,9.35,0.111,0.81,-0.453,51.962
'0:05.969',-90.718,1384.483,-32.509,11.211,18.504,1.215,-1.162,9.673,1.011,-1.135,9.488,0.105,0.81,-0.463,51.966
'0:05.973',-90.185,1384.274,-32.57,12.456,18.242,1.167,-1.136,9.721,0.981,-1.123,9.575,0.105,0.812,-0.463,51.97
'0:05.977',-100.161,1384.281,-33.06,13.616,18.205,1.045,-1.06,9.769,0.904,-1.081,9.672,0.111,0.812,-0.463,51.974
'0:05.980',-96.373,1384.522,-33.152,14.786,18.512,0.923,-0.984,9.829,0.76,-1.02,9.65,0.111,0.808,-0.467,51.978
'0:05.984',-85.063,1384.971,-33.023,15.717,18.988,0.838,-0.943,9.986,0.701,-0.997,9.786,0.114,0.803,-0.473,51.982
'0:05.988',-75.621,1385.644,-32.392,16.656,19.194,0.862,-0.989,10.143,0.69,-1.004,9.952,0.112,0.806,-0.473,51.986
'0:05.992',-75.087,1386.525,-31.669,17.657,18.785,0.934,-1.06,10.276,0.727,-1.031,10.069,0.116,0.798,-0.48,51.989
'0:05.996',-67.805,1387.512,-31.407,17.972,17.852,0.91,-1.046,10.312,0.746,-1.061,10.079,0.121,0.803,-0.478,51.993
'0:06.000',-63.484,1388.421,-31.265,17.051,17.234,0.8,-0.985,10.251,0.612,-0.97,10.107,0.121,0.803,-0.478,51.997
'0:06.004',-67.272,1389.066,-31.154,16.459,17.44,0.678,-0.948,10.165,0.554,-0.99,10.037,0.125,0.801,-0.48,52.001
'0:06.008',-27.367,1389.407,-30.834,16.248,18.021,0.593,-0.959,10.103,0.44,-0.98,9.938,0.128,0.801,-0.484,52.005
'0:06.012',78.848,1389.599,-30.357,16.046,18.508,0.518,-1.031,10.016,0.392,-1.039,9.898,0.123,0.796,-0.49,52.009
'0:06.016',207.71,1389.836,-29.846,14.805,18.396,0.481,-1.093,9.869,0.335,-1.088,9.799,0.126,0.799,-0.49,52.013
'0:06.020',325.795,1390.195,-29.662,13.729,18.07,0.432,-1.132,9.662,0.269,-1.159,9.582,0.132,0.796,-0.486,52.017
'0:06.023',457.084,1390.676,-29.369,12.244,17.5,0.358,-1.206,9.466,0.203,-1.209,9.473,0.125,0.801,-0.492,52.021
'0:06.027',442.28,1391.293,-29.283,11.352,17.294,0.235,-1.255,9.27,0.099,-1.251,9.188,0.125,0.801,-0.492,52.025
'0:06.031',321.501,1392.014,-29.061,9.566,16.271,0.125,-1.243,9.148,0.033,-1.252,9.06,0.133,0.792,-0.49,52.029
'0:06.035',231.716,1392.676,-28.76,9.501,16.069,0.112,-1.28,9.099,-0.034,-1.281,9.029,0.126,0.79,-0.505,52.032
'0:06.039',208.27,1393.101,-28.196,10.168,15.818,0.136,-1.387,9.182,-0.053,-1.329,9.009,0.135,0.792,-0.503,52.036
'0:06.043',162.151,1393.241,-27.488,10.915,15.151,0.269,-1.508,9.302,0.042,-1.494,9.117,0.133,0.794,-0.507,52.04
'0:06.047',113.097,1393.136,-26.934,12.127,14.738,0.438,-1.667,9.362,0.205,-1.641,9.196,0.139,0.79,-0.507,52.044
'0:06.051',77.514,1392.781,-26.556,14.18,14.274,0.584,-1.755,9.326,0.31,-1.711,9.188,0.139,0.79,-0.507,52.048
'0:06.055',38.144,1392.105,-26.805,15.872,14.041,0.609,-1.768,9.278,0.378,-1.82,9.139,0.142,0.79,-0.513,52.052
'0:06.059',-0.4,1391.15,-26.66,17.324,13.895,0.621,-1.733,9.243,0.397,-1.792,9.101,0.139,0.789,-0.509,52.056
'0:06.063',-30.062,1390.212,-26.079,20.476,14.469,0.683,-1.699,9.196,0.456,-1.754,9.083,0.144,0.782,-0.511,52.06
'0:06.066',12.003,1389.697,-25.552,25.194,14.641,0.757,-1.676,9.246,0.532,-1.696,9.133,0.146,0.787,-0.515,52.064
'0:06.070',20.085,1389.864,-24.567,29.343,14.229,0.929,-1.643,9.321,0.618,-1.658,9.164,0.147,0.782,-0.517,52.068
'0:06.074',17.391,1390.7,-24.108,34.643,13.314,1.149,-1.669,9.481,0.906,-1.71,9.276,0.16,0.783,-0.511,52.071
'0:06.078',-12.537,1391.937,-23.379,40.445,12.239,1.319,-1.765,9.675,1.02,-1.767,9.414,0.16,0.783,-0.511,52.075
'0:06.082',-23.58,1393.199,-22.93,45.971,10.71,1.368,-1.788,9.785,1.182,-1.786,9.612,0.153,0.785,-0.524,52.079
'0:06.086',-19.019,1394.213,-22.923,51.102,9.683,1.221,-1.748,9.807,1.153,-1.775,9.612,0.161,0.783,-0.524,52.083
'0:06.090',14.964,1394.885,-22.348,54.936,9.515,1,-1.764,9.949,0.97,-1.809,9.735,0.158,0.783,-0.526,52.087
'0:06.094',58.096,1395.237,-21.123,58.239,9.447,0.816,-1.785,9.922,0.7,-1.833,9.74,0.165,0.789,-0.524,52.091
'0:06.098',80.208,1395.328,-19.242,59.855,6.794,0.67,-1.758,9.896,0.671,-1.793,9.769,0.174,0.785,-0.53,52.095
'0:06.102',105.815,1395.192,-19.106,58.587,4.534,0.255,-1.606,9.809,0.249,-1.682,9.636,0.174,0.785,-0.53,52.099
'0:06.105',65.911,1394.84,-18.872,57.285,5.01,-0.209,-1.491,9.574,-0.02,-1.629,9.603,0.174,0.782,-0.53,52.103
'0:06.109',37.077,1394.276,-17.367,54.081,5.737,-0.563,-1.379,9.366,-0.479,-1.472,9.313,0.179,0.776,-0.53,52.107
'0:06.113',75.887,1393.593,-16.037,49.537,5.748,-0.856,-1.291,9.242,-0.891,-1.343,9.092,0.177,0.782,-0.53,52.111
'0:06.117',183.73,1392.896,-15.283,44.519,5.066,-1.014,-1.23,9.096,-1.035,-1.273,9.042,0.188,0.78,-0.54,52.114
'0:06.121',160.284,1392.188,-14.295,39.717,3.98,-1.1,-1.23,8.998,-1.178,-1.235,8.913,0.195,0.778,-0.54,52.118
'0:06.125',71.299,1391.383,-13.279,34.511,3.005,-1.088,-1.28,8.888,-1.177,-1.237,8.805,0.191,0.773,-0.536,52.122
'0:06.129',51.347,1390.484,-12.319,30.917,1.87,-0.978,-1.307,8.865,-1.157,-1.278,8.708,0.191,0.773,-0.536,52.126
'0:06.133',125.768,1389.627,-10.983,27.726,0.847,-0.844,-1.393,8.926,-1.051,-1.328,8.719,0.196,0.775,-0.534,52.13
'0:06.137',155.429,1388.923,-10.096,25.264,-0.315,-0.686,-1.492,8.962,-0.898,-1.417,8.769,0.196,0.776,-0.542,52.134
'0:06.141',105.815,1388.372,-9.275,24.047,-1.128,-0.43,-1.57,8.953,-0.658,-1.565,8.841,0.2,0.776,-0.528,52.138
'0:06.145',77.248,1387.871,-8.173,25.25,-1.439,-0.149,-1.672,8.979,-0.495,-1.636,8.833,0.202,0.771,-0.534,52.142
'0:06.148',42.998,1387.261,-6.96,28.257,-1.855,0.046,-1.761,9.004,-0.255,-1.746,8.875,0.203,0.778,-0.54,52.146
'0:06.152',47.32,1386.421,-6.403,31.382,-2.248,0.192,-1.8,9.006,-0.149,-1.787,8.867,0.203,0.773,-0.542,52.15
'0:06.156',71.299,1385.372,-5.689,34.436,-2.503,0.204,-1.861,8.968,0.063,-1.84,8.812,0.203,0.773,-0.542,52.154
'0:06.160',67.005,1384.264,-5.27,37.495,-2.567,0.142,-1.897,8.906,-0.014,-1.897,8.8,0.207,0.773,-0.545,52.157
'0:06.164',103.655,1383.292,-4.771,39.167,-2.507,0.02,-1.907,8.844,-0.052,-1.926,8.79,0.207,0.773,-0.547,52.161
'0:06.168',151.908,1382.598,-4.085,40.06,-2.207,-0.066,-1.943,8.769,-0.166,-1.966,8.621,0.21,0.773,-0.542,52.165
'0:06.172',159.19,1382.155,-3.383,40.276,-2.192,-0.079,-2.015,8.756,-0.186,-2.014,8.611,0.212,0.771,-0.545,52.169
'0:06.176',170.526,1381.884,-2.352,39.651,-2.308,-0.104,-2.087,8.718,-0.195,-2.083,8.552,0.214,0.776,-0.542,52.173
'0:06.180',212.031,1381.702,-1.588,38.655,-2.893,-0.117,-2.099,8.681,-0.233,-2.112,8.521,0.214,0.776,-0.542,52.177
'0:06.184',274.048,1381.563,-1.108,37.076,-3.586,-0.202,-2.063,8.584,-0.3,-2.064,8.443,0.221,0.771,-0.553,52.181
'0:06.188',275.115,1381.42,-1.133,34.408,-3.991,-0.397,-2.009,8.679,-0.454,-2.003,8.479,0.219,0.771,-0.542,52.185
'0:06.191',306.11,1381.201,-0.85,31.1,-4.152,-0.482,-1.887,8.644,-0.521,-1.964,8.43,0.228,0.773,-0.545,52.189
'0:06.195',257.59,1380.807,0.04,29.93,-3.365,-0.505,-1.743,8.646,-0.597,-1.798,8.391,0.224,0.775,-0.547,52.193
'0:06.199',202.588,1380.214,-0.197,28.347,-2.908,-0.491,-1.635,8.612,-0.645,-1.7,8.4,0.224,0.773,-0.54,52.196
'0:06.203',212.031,1379.43,-0.957,24.451,-3.241,-0.455,-1.683,8.708,-0.53,-1.691,8.451,0.228,0.773,-0.547,52.2
'0:06.207',329.85,1378.437,-0.776,20.467,-3.511,-0.433,-1.859,8.959,-0.6,-1.889,8.732,0.228,0.773,-0.547,52.204
'0:06.211',509.659,1377.326,0.151,17.474,-3.41,-0.484,-2.044,9.27,-0.621,-2.001,8.935,0.224,0.773,-0.542,52.208
'0:06.215',422.862,1376.364,1.45,13.264,-2.571,-0.521,-2.067,9.257,-0.66,-2.095,9.032,0.228,0.771,-0.54,52.212
