'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:02.641',373.527,1218.608,5.843,-4.406,9.112,1.739,-3.757,8.472,1.527,-3.834,8.391,-0.008,0.606,-0.735,53.64
'0:02.645',370.297,1218.231,5.809,-4.155,9.738,1.74,-3.672,8.509,1.613,-3.797,8.354,-0.006,0.613,-0.701,53.644
'0:02.648',369.743,1217.482,5.892,-3.972,9.873,1.79,-3.612,8.547,1.575,-3.729,8.363,-0.012,0.617,-0.716,53.648
'0:02.652',356.545,1216.386,5.886,-4.094,9.689,1.876,-3.529,8.574,1.7,-3.651,8.454,0.002,0.626,-0.733,53.652
'0:02.656',337.67,1214.998,5.793,-4.241,9.416,1.962,-3.506,8.636,1.756,-3.582,8.592,-0.01,0.615,-0.739,53.656
'0:02.660',327.425,1213.459,5.988,-4.442,9.233,2.036,-3.47,8.747,1.794,-3.533,8.623,0.013,0.617,-0.718,53.659
'0:02.664',291.29,1211.98,6.074,-4.815,9.638,2.061,-3.408,8.87,1.86,-3.502,8.8,0.013,0.617,-0.718,53.663
'0:02.668',256.54,1210.8,6.051,-4.613,10.326,2.037,-3.322,8.919,1.899,-3.435,8.801,0.004,0.608,-0.749,53.667
'0:02.672',226.036,1210.115,6.342,-4.271,10.008,2.099,-3.253,8.861,1.976,-3.338,8.832,-0.012,0.612,-0.703,53.671
'0:02.676',192.071,1210.007,6.448,-4.418,8.593,2.308,-3.173,8.853,2.053,-3.272,8.795,-0.01,0.62,-0.714,53.675
'0:02.680',151.921,1210.434,6.359,-5.768,6.555,2.48,-3.129,8.868,2.255,-3.207,8.828,0.004,0.619,-0.695,53.679
'0:02.684',116.341,1211.247,5.859,-6.544,5.608,2.517,-3.141,8.905,2.312,-3.158,8.898,-0.005,0.617,-0.731,53.683
'0:02.688',93.959,1212.239,5.776,-6.434,6.881,2.321,-3.172,8.938,2.206,-3.186,8.876,-0.005,0.617,-0.731,53.687
'0:02.691',61.055,1213.203,6.021,-5.524,9.461,1.941,-3.188,8.92,1.87,-3.218,8.9,-0.006,0.615,-0.703,53.691
'0:02.695',29.812,1213.993,6.967,-4.626,10.924,1.622,-3.254,8.842,1.696,-3.245,8.877,0.006,0.624,-0.754,53.695
'0:02.699',24.69,1214.534,7.48,-4.07,10.478,1.56,-3.279,8.72,1.544,-3.294,8.747,-0.006,0.615,-0.728,53.699
'0:02.703',3.646,1214.823,7.728,-4.326,7.835,1.756,-3.31,8.589,1.661,-3.319,8.534,0.002,0.624,-0.697,53.702
'0:02.707',-20.352,1214.887,7.775,-5.194,5.234,1.951,-3.389,8.481,1.757,-3.351,8.477,-0.012,0.62,-0.701,53.706
'0:02.711',-37.334,1214.759,7.563,-5.927,3.985,2.024,-3.463,8.445,1.883,-3.501,8.38,0.006,0.626,-0.724,53.71
'0:02.715',-35.996,1214.484,7.397,-5.726,5.386,1.901,-3.557,8.393,1.835,-3.529,8.34,0.006,0.626,-0.724,53.714
'0:02.719',-55.425,1214.121,7.397,-4.662,7.413,1.729,-3.602,8.377,1.662,-3.604,8.376,-0.008,0.619,-0.722,53.718
'0:02.723',-58.886,1213.721,7.993,-4.094,8.012,1.606,-3.622,8.412,1.556,-3.611,8.393,0.015,0.629,-0.705,53.722
'0:02.727',-53.256,1213.365,8.086,-3.954,7.424,1.618,-3.609,8.473,1.498,-3.63,8.383,-0.001,0.612,-0.741,53.726
'0:02.730',-57.04,1213.153,7.973,-3.954,5.794,1.692,-3.551,8.499,1.546,-3.611,8.383,0.001,0.619,-0.689,53.73
'0:02.734',-54.04,1213.123,7.53,-3.642,5.476,1.742,-3.505,8.452,1.546,-3.611,8.374,-0.008,0.629,-0.71,53.734
'0:02.738',-53.532,1213.24,7.48,-3.605,6.123,1.742,-3.456,8.453,1.547,-3.534,8.345,-0.008,0.629,-0.71,53.738
'0:02.742',-71.577,1213.479,7.712,-3.452,6.683,1.73,-3.431,8.501,1.594,-3.524,8.434,0.008,0.626,-0.695,53.742
'0:02.746',-67.792,1213.832,8.096,-3.446,6.939,1.73,-3.43,8.586,1.593,-3.493,8.512,0.002,0.619,-0.726,53.745
'0:02.750',-59.439,1214.279,8.572,-2.744,7.427,1.742,-3.429,8.659,1.574,-3.462,8.58,-0.008,0.617,-0.693,53.749
'0:02.754',-57.27,1214.77,8.83,-2.071,7.462,1.779,-3.404,8.709,1.622,-3.454,8.571,0.002,0.622,-0.756,53.753
'0:02.758',-37.611,1215.25,9.399,-1.729,5.985,1.852,-3.442,8.709,1.708,-3.484,8.602,-0.006,0.615,-0.722,53.757
'0:02.762',-37.334,1215.67,9.525,-1.723,6.185,1.889,-3.444,8.661,1.737,-3.474,8.603,0.004,0.629,-0.693,53.761
'0:02.766',-34.658,1216.013,9.502,-2.444,6.611,1.889,-3.445,8.6,1.718,-3.513,8.582,0.004,0.629,-0.693,53.765
'0:02.770',-43.518,1216.289,9.952,-3.037,6.763,1.816,-3.443,8.587,1.718,-3.485,8.544,-0.008,0.626,-0.689,53.769
'0:02.773',-56.763,1216.511,9.985,-3.153,6.441,1.767,-3.406,8.587,1.651,-3.475,8.503,0.004,0.631,-0.72,53.773
'0:02.777',-67.008,1216.716,9.869,-3,6.351,1.706,-3.417,8.598,1.593,-3.482,8.581,-0.003,0.626,-0.708,53.777
'0:02.781',-66.731,1216.937,10.289,-3.245,5.317,1.767,-3.406,8.611,1.631,-3.473,8.562,0.018,0.631,-0.689,53.781
'0:02.785',-67.008,1217.176,10.54,-3.941,4.293,1.828,-3.431,8.612,1.66,-3.493,8.582,-0.001,0.619,-0.726,53.784
'0:02.789',-62.67,1217.398,10.613,-4.717,3.795,1.902,-3.443,8.697,1.698,-3.483,8.612,-0.001,0.619,-0.726,53.788
'0:02.793',-74.807,1217.586,10.574,-4.797,4.258,1.877,-3.43,8.745,1.737,-3.464,8.661,-0.005,0.627,-0.691,53.792
'0:02.797',-81.268,1217.768,10.802,-4.222,4.584,1.877,-3.419,8.71,1.765,-3.435,8.672,-0.01,0.636,-0.705,53.796
'0:02.801',-79.145,1217.966,10.676,-4.406,4.065,1.927,-3.383,8.735,1.775,-3.436,8.613,0.008,0.636,-0.674,53.8
'0:02.805',-82.098,1218.205,11.073,-4.913,2.93,2,-3.372,8.785,1.871,-3.407,8.703,-0.001,0.627,-0.716,53.804
'0:02.809',-65.67,1218.49,11.143,-5.304,2.487,2.049,-3.337,8.81,1.871,-3.426,8.713,0.001,0.627,-0.687,53.808
'0:02.813',-46.795,1218.833,10.918,-5.267,3.259,2.013,-3.301,8.762,1.813,-3.328,8.703,0.008,0.631,-0.754,53.812
'0:02.816',-50.025,1219.253,10.732,-5.108,4.137,1.916,-3.251,8.725,1.784,-3.279,8.732,0.008,0.631,-0.754,53.816
'0:02.820',-43.287,1219.791,11.07,-5.292,4.103,1.867,-3.226,8.737,1.746,-3.268,8.741,-0.001,0.627,-0.699,53.82
'0:02.824',-46.518,1220.473,11.093,-4.943,3.404,1.892,-3.238,8.774,1.774,-3.268,8.742,0.001,0.635,-0.695,53.824
'0:02.828',-65.116,1221.27,10.904,-4.956,2.933,1.915,-3.285,8.821,1.765,-3.268,8.761,-0.008,0.636,-0.676,53.827
'0:02.832',-78.868,1222.1,11.096,-4.497,3.03,1.903,-3.321,8.808,1.784,-3.366,8.712,0.008,0.64,-0.714,53.831
'0:02.836',-81.037,1222.91,10.851,-4.253,3.048,1.89,-3.393,8.819,1.785,-3.406,8.672,-0.005,0.631,-0.693,53.835
'0:02.840',-74.253,1223.68,10.726,-4.241,2.833,1.876,-3.476,8.829,1.755,-3.433,8.769,-0.005,0.631,-0.693,53.839
'0:02.844',-78.591,1224.399,10.66,-4.43,2.653,1.827,-3.487,8.853,1.745,-3.52,8.749,0.016,0.635,-0.682,53.843
'0:02.848',-66.731,1225.041,10.58,-4.522,2.702,1.778,-3.498,8.84,1.698,-3.568,8.728,0.001,0.627,-0.708,53.847
'0:02.852',-65.67,1225.595,10.408,-4.748,2.754,1.729,-3.497,8.863,1.62,-3.518,8.756,-0.006,0.633,-0.682,53.851
'0:02.855',-65.116,1226.093,10.269,-5.548,2.522,1.717,-3.472,8.888,1.601,-3.556,8.775,-0.012,0.642,-0.697,53.855
'0:02.859',-71.023,1226.557,10.18,-5.891,1.927,1.718,-3.447,8.913,1.62,-3.527,8.776,0.009,0.64,-0.676,53.859
'0:02.863',-59.439,1226.946,9.985,-6.917,1.27,1.767,-3.376,8.927,1.649,-3.517,8.845,-0.001,0.629,-0.71,53.863
'0:02.867',-67.515,1227.195,9.895,-7.455,0.664,1.804,-3.365,8.927,1.629,-3.419,8.855,-0.001,0.629,-0.71,53.867
'0:02.871',-67.792,1227.242,9.819,-7.797,0.332,1.829,-3.329,8.94,1.668,-3.401,8.836,0.02,0.635,-0.726,53.87
'0:02.875',-65.393,1227.078,9.343,-8.225,-0.145,1.866,-3.306,8.941,1.696,-3.41,8.876,0.008,0.636,-0.726,53.874
'0:02.879',-53.256,1226.755,9.545,-8.066,-0.536,1.891,-3.294,8.942,1.715,-3.381,8.906,0.011,0.629,-0.731,53.878
'0:02.883',-73.192,1226.405,9.396,-7.993,-0.612,1.866,-3.27,8.942,1.687,-3.351,8.896,0.015,0.626,-0.708,53.882
'0:02.887',-66.454,1226.17,9.088,-8.084,-1.128,1.866,-3.27,8.942,1.754,-3.314,8.907,0.025,0.622,-0.722,53.886
'0:02.891',-69.408,1226.14,8.87,-8.158,-1.598,1.83,-3.246,8.893,1.706,-3.304,8.867,0.025,0.622,-0.705,53.89
'0:02.895',-67.008,1226.321,8.863,-8.152,-1.816,1.757,-3.244,8.904,1.639,-3.302,8.895,0.001,0.636,-0.705,53.894
'0:02.898',-67.792,1226.647,8.82,-8.066,-2.107,1.732,-3.232,8.88,1.572,-3.283,8.826,0.006,0.633,-0.699,53.898
'0:02.902',-70.515,1227.047,8.79,-8.31,-2.75,1.695,-3.243,8.868,1.534,-3.283,8.796,0.013,0.629,-0.726,53.902
'0:02.906',-81.545,1227.464,8.708,-8.482,-3.466,1.732,-3.244,8.868,1.572,-3.294,8.767,-0.005,0.627,-0.703,53.906
'0:02.910',-71.023,1227.877,8.565,-8.769,-4.245,1.768,-3.269,8.88,1.611,-3.294,8.787,-0.005,0.638,-0.666,53.909
'0:02.914',-84.498,1228.267,8.698,-8.488,-5.296,1.842,-3.271,8.845,1.668,-3.324,8.778,-0.003,0.651,-0.689,53.913
'0:02.918',-82.098,1228.61,8.536,-8.384,-5.985,1.878,-3.308,8.857,1.764,-3.364,8.799,-0.003,0.651,-0.689,53.917
'0:02.922',-83.437,1228.856,8.665,-8.372,-6.68,1.902,-3.357,8.832,1.764,-3.364,8.799,-0.005,0.635,-0.697,53.921
'0:02.926',-96.912,1228.96,8.899,-7.614,-7.403,1.915,-3.346,8.784,1.794,-3.356,8.771,-0.013,0.636,-0.695,53.925
'0:02.930',-104.204,1228.929,9.115,-7.748,-8.001,1.927,-3.335,8.748,1.736,-3.366,8.711,0.013,0.645,-0.705,53.929
'0:02.934',-101.481,1228.792,9.148,-7.919,-8.617,1.891,-3.31,8.76,1.784,-3.366,8.741,0.001,0.636,-0.722,53.933
'0:02.938',-98.02,1228.553,9.406,-7.809,-9.16,1.866,-3.297,8.748,1.746,-3.317,8.741,-0.013,0.642,-0.678,53.937
'0:02.941',-82.652,1228.247,9.406,-7.492,-9.717,1.83,-3.225,8.712,1.717,-3.326,8.721,-0.013,0.642,-0.68,53.941
'0:02.945',-96.635,1227.891,9.971,-7.473,-10.326,1.818,-3.225,8.688,1.717,-3.279,8.662,-0.012,0.647,-0.68,53.945
'0:02.949',-88.836,1227.447,10.306,-7.638,-11.405,1.843,-3.226,8.7,1.727,-3.299,8.604,-0.02,0.643,-0.649,53.949
'0:02.953',-86.113,1226.832,10.918,-7.932,-12.595,1.892,-3.227,8.701,1.775,-3.29,8.663,-0.008,0.645,-0.697,53.952
'0:02.957',-96.635,1226.029,11.053,-8.115,-13.149,1.892,-3.24,8.652,1.776,-3.291,8.595,-0.024,0.638,-0.672,53.956
'0:02.961',-110.664,1225.148,11.543,-8.176,-13.709,1.892,-3.253,8.592,1.776,-3.302,8.526,-0.001,0.649,-0.676,53.96
'0:02.965',-109.88,1224.355,11.91,-8.598,-14.031,1.879,-3.265,8.579,1.737,-3.271,8.555,-0.013,0.636,-0.691,53.964
'0:02.969',-106.88,1223.794,11.986,-8.885,-14.629,1.843,-3.241,8.555,1.786,-3.254,8.478,-0.013,0.636,-0.691,53.968
'0:02.973',-89.898,1223.552,12.688,-9.093,-15.439,1.818,-3.241,8.494,1.729,-3.274,8.419,-0.017,0.645,-0.655,53.972
'0:02.977',-97.189,1223.639,12.714,-9.453,-15.923,1.819,-3.194,8.471,1.739,-3.294,8.399,-0.029,0.652,-0.674,53.976
'0:02.980',-91.513,1223.982,13.111,-9.728,-16.525,1.856,-3.17,8.472,1.748,-3.255,8.409,-0.017,0.654,-0.647,53.98
'0:02.984',-106.88,1224.409,13.697,-10.015,-17.469,1.831,-3.17,8.483,1.739,-3.244,8.448,-0.031,0.64,-0.685,53.984
'0:02.988',-106.373,1224.742,13.895,-10.015,-18.026,1.856,-3.169,8.52,1.719,-3.206,8.429,-0.024,0.652,-0.653,53.988
'0:02.992',-92.067,1224.883,14.329,-9.875,-18.466,1.905,-3.159,8.509,1.719,-3.235,8.438,-0.024,0.652,-0.708,53.992
'0:02.996',-98.251,1224.829,14.821,-9.991,-18.812,1.917,-3.171,8.484,1.757,-3.224,8.488,-0.022,0.647,-0.708,53.995
'0:03.000',-104.988,1224.604,15.682,-10.706,-19.462,1.929,-3.22,8.472,1.796,-3.215,8.518,-0.033,0.645,-0.664,53.999
'0:03.004',-103.65,1224.177,16.208,-10.95,-19.881,1.953,-3.208,8.509,1.786,-3.244,8.478,-0.031,0.652,-0.651,54.003
'0:03.008',-91.236,1223.525,16.952,-11.298,-20.382,1.978,-3.221,8.472,1.854,-3.226,8.47,-0.036,0.652,-0.628,54.007
'0:03.012',-94.743,1222.695,17.422,-11.402,-20.863,1.99,-3.198,8.449,1.932,-3.242,8.266,-0.027,0.652,-0.676,54.011
'0:03.016',-82.652,1221.814,18.15,-12.087,-21.375,2.028,-3.139,8.438,1.912,-3.2,8.373,-0.045,0.649,-0.664,54.015
'0:03.020',-86.667,1221.008,18.636,-12.612,-22.174,2.077,-3.128,8.439,1.98,-3.182,8.365,-0.045,0.649,-0.664,54.019
'0:03.023',-85.052,1220.329,18.934,-13.003,-23.174,2.126,-3.117,8.428,1.98,-3.173,8.316,-0.027,0.651,-0.668,54.023
'0:03.027',-90.451,1219.814,19.443,-13.547,-23.575,2.138,-3.117,8.452,1.999,-3.143,8.405,-0.05,0.64,-0.67,54.027
'0:03.031',-95.297,1219.512,20.016,-13.883,-24.025,2.15,-3.105,8.465,2.017,-3.123,8.454,-0.04,0.654,-0.641,54.031
'0:03.035',-82.883,1219.475,20.558,-14.067,-24.17,2.15,-3.105,8.489,2.027,-3.172,8.424,-0.055,0.659,-0.653,54.034
'0:03.039',-70.515,1219.667,21.269,-14.238,-24.333,2.163,-3.044,8.503,2.046,-3.104,8.464,-0.045,0.663,-0.622,54.038
'0:03.043',-37.611,1219.969,21.852,-14.354,-24.647,2.177,-2.947,8.565,2.056,-3.035,8.504,-0.045,0.652,-0.666,54.042
'0:03.047',-28.428,1220.241,22.242,-14.892,-24.786,2.214,-2.875,8.615,2.065,-2.928,8.554,-0.054,0.652,-0.666,54.046
'0:03.051',-16.567,1220.399,22.269,-15.625,-25.298,2.276,-2.828,8.665,2.104,-2.89,8.535,-0.048,0.656,-0.637,54.05
'0:03.055',-17.398,1220.44,22.682,-15.814,-25.578,2.301,-2.78,8.691,2.171,-2.822,8.576,-0.05,0.661,-0.682,54.054
'0:03.059',-3.092,1220.416,23.066,-15.814,-25.664,2.338,-2.745,8.68,2.18,-2.784,8.557,-0.059,0.656,-0.641,54.058
'0:03.063',-3.369,1220.359,23.417,-16.12,-25.651,2.412,-2.711,8.657,2.248,-2.726,8.568,-0.048,0.658,-0.639,54.062
'0:03.066',-11.722,1220.282,23.307,-16.144,-25.848,2.461,-2.652,8.683,2.325,-2.708,8.589,-0.057,0.659,-0.609,54.066
'0:03.070',-1.477,1220.201,23.747,-16.456,-26.08,2.523,-2.629,8.66,2.382,-2.69,8.591,-0.057,0.659,-0.609,54.07
'0:03.074',-17.952,1220.14,23.585,-16.486,-26.246,2.572,-2.582,8.662,2.421,-2.613,8.553,-0.054,0.668,-0.651,54.074
'0:03.078',-48.133,1220.103,23.522,-16.761,-26.18,2.646,-2.572,8.639,2.44,-2.584,8.583,-0.071,0.663,-0.616,54.077
'0:03.082',-62.393,1220.073,23.542,-16.596,-26.246,2.683,-2.573,8.663,2.478,-2.594,8.593,-0.055,0.668,-0.634,54.081
'0:03.086',-59.439,1220.033,23.503,-15.643,-26.087,2.67,-2.56,8.7,2.468,-2.622,8.641,-0.078,0.652,-0.647,54.085
'0:03.090',-69.961,1219.986,22.537,-14.299,-25.443,2.646,-2.559,8.711,2.478,-2.622,8.661,-0.069,0.661,-0.611,54.089
'0:03.094',-53.532,1219.932,22.004,-13.816,-25.229,2.597,-2.569,8.747,2.478,-2.573,8.652,-0.076,0.666,-0.618,54.093
'0:03.098',-79.653,1219.858,21.501,-13.443,-24.948,2.56,-2.592,8.782,2.488,-2.583,8.681,-0.076,0.666,-0.618,54.097
'0:03.102',-90.451,1219.754,21.21,-13.297,-24.606,2.511,-2.578,8.806,2.392,-2.64,8.64,-0.069,0.674,-0.632,54.101
'0:03.105',-88.836,1219.596,20.843,-13.407,-24.046,2.45,-2.588,8.853,2.372,-2.649,8.688,-0.089,0.665,-0.632,54.105
'0:03.109',-88.006,1219.357,20.472,-13.535,-23.682,2.401,-2.586,8.913,2.323,-2.617,8.795,-0.064,0.666,-0.601,54.109
'0:03.113',-104.481,1219.051,20.069,-13.596,-22.984,2.364,-2.56,8.962,2.236,-2.556,8.853,-0.076,0.672,-0.647,54.113
'0:03.117',-94.743,1218.732,19.192,-14.012,-22.596,2.34,-2.535,8.986,2.227,-2.576,8.823,-0.092,0.665,-0.599,54.117
'0:03.121',-104.204,1218.463,18.805,-13.792,-22.209,2.328,-2.486,8.987,2.236,-2.566,8.833,-0.092,0.665,-0.599,54.12
'0:03.125',-88.282,1218.265,18.044,-13.786,-21.949,2.365,-2.474,9.036,2.207,-2.535,8.882,-0.083,0.668,-0.614,54.124
'0:03.129',-89.898,1218.124,17.6,-13.761,-21.697,2.378,-2.426,9.085,2.226,-2.515,8.95,-0.083,0.668,-0.58,54.128
'0:03.133',-105.542,1218.04,16.912,-13.272,-21.105,2.414,-2.426,9.122,2.283,-2.427,9.011,-0.087,0.675,-0.618,54.132
'0:03.137',-93.128,1218.09,16.472,-12.961,-20.825,2.427,-2.354,9.136,2.235,-2.446,9.029,-0.103,0.666,-0.586,54.136
'0:03.141',-86.113,1218.373,15.496,-12.588,-20.002,2.453,-2.294,9.125,2.302,-2.379,8.992,-0.089,0.674,-0.649,54.14
'0:03.145',-87.775,1218.967,14.861,-12.728,-19.573,2.514,-2.271,9.151,2.322,-2.352,8.954,-0.101,0.666,-0.618,54.144
'0:03.148',-90.174,1219.865,14.09,-12.582,-19.683,2.563,-2.223,9.188,2.409,-2.314,8.955,-0.101,0.666,-0.618,54.148
'0:03.152',-74.807,1220.95,13.247,-12.356,-19.628,2.637,-2.189,9.178,2.408,-2.274,9.004,-0.101,0.679,-0.584,54.152
'0:03.156',-77.76,1222.066,12.671,-11.445,-19.431,2.736,-2.144,9.168,2.562,-2.227,9.056,-0.103,0.67,-0.591,54.156
'0:03.160',-83.714,1223.065,11.821,-10.975,-19.545,2.81,-2.133,9.169,2.639,-2.18,9.068,-0.096,0.677,-0.618,54.159
'0:03.164',-68.9,1223.838,10.921,-10.333,-19.31,2.896,-2.099,9.195,2.687,-2.162,9.039,-0.111,0.67,-0.611,54.163
'0:03.168',-74.807,1224.355,10.031,-9.728,-19.517,2.982,-2.088,9.221,2.764,-2.133,9.09,-0.09,0.677,-0.576,54.167
'0:03.172',-76.699,1224.661,9.088,-9.227,-19.587,3.018,-2.065,9.258,2.821,-2.105,9.1,-0.09,0.677,-0.576,54.171
'0:03.176',-46.518,1224.869,8.208,-8.561,-19.396,3.031,-2.016,9.271,2.869,-2.096,9.111,-0.101,0.672,-0.626,54.175
'0:03.180',-66.454,1225.142,7.249,-7.956,-19.434,3.043,-2.005,9.248,2.879,-2.068,9.063,-0.11,0.67,-0.584,54.179
'0:03.184',-65.9,1225.582,6.643,-7.156,-19.296,3.032,-1.969,9.236,2.879,-2.067,9.073,-0.117,0.677,-0.595,54.183
'0:03.188',4.43,1226.187,6.028,-6.135,-18.902,3.019,-1.981,9.248,2.889,-2.048,9.073,-0.104,0.677,-0.574,54.187
'0:03.191',136,1226.886,5.495,-5.377,-18.964,3.02,-1.944,9.272,2.85,-2.008,9.121,-0.11,0.668,-0.609,54.191
'0:03.195',304.766,1227.578,4.731,-4.827,-18.957,2.983,-1.942,9.308,2.811,-1.958,9.18,-0.104,0.668,-0.58,54.195
'0:03.199',435.274,1228.173,3.811,-4.644,-18.867,2.909,-1.988,9.331,2.792,-1.986,9.218,-0.104,0.668,-0.58,54.199
'0:03.203',450.088,1228.583,2.905,-4.088,-18.767,2.811,-1.987,9.293,2.715,-2.043,9.167,-0.108,0.677,-0.643,54.202
'0:03.207',251.649,1228.751,2.154,-3.782,-18.175,2.701,-2.022,9.206,2.572,-2.063,9.058,-0.122,0.661,-0.601,54.206
'0:03.211',-33.273,1228.64,1.575,-3.501,-17.891,2.59,-2.081,9.107,2.485,-2.12,9.007,-0.117,0.675,-0.572,54.21
'0:03.215',-285.106,1228.237,0.711,-3.569,-17.431,2.528,-2.142,8.996,2.419,-2.14,8.927,-0.122,0.675,-0.572,54.214
'0:03.219',-604.824,1227.541,0.023,-3.336,-17.746,2.503,-2.155,8.923,2.371,-2.169,8.897,-0.11,0.677,-0.605,54.218
'0:03.223',-844.751,1226.54,-0.731,-3.263,-17.888,2.527,-2.18,8.874,2.362,-2.2,8.789,-0.11,0.677,-0.605,54.222
'0:03.227',-867.41,1225.246,-1.641,-3.19,-18.026,2.564,-2.206,8.874,2.381,-2.21,8.789,-0.12,0.67,-0.582,54.226
'0:03.230',-788.681,1223.737,-2.465,-2.835,-17.757,2.588,-2.253,8.922,2.42,-2.288,8.78,-0.103,0.674,-0.57,54.23
'0:03.234',-659.834,1222.181,-2.974,-1.833,-17.362,2.588,-2.265,8.934,2.439,-2.318,8.78,-0.122,0.663,-0.603,54.234
'0:03.238',-499.698,1220.776,-3.659,-0.336,-16.864,2.661,-2.254,8.971,2.429,-2.317,8.819,-0.134,0.668,-0.568,54.238
'0:03.242',-340.623,1219.66,-4.172,0.623,-16.376,2.722,-2.267,8.996,2.534,-2.299,8.87,-0.132,0.67,-0.591,54.242
'0:03.246',-195.301,1218.843,-4.989,0.941,-16.539,2.784,-2.268,8.985,2.544,-2.279,8.87,-0.118,0.675,-0.572,54.245
'0:03.250',-109.603,1218.241,-5.743,1.222,-16.743,2.808,-2.245,9.01,2.573,-2.271,8.841,-0.118,0.675,-0.572,54.249
'0:03.254',-70.238,1217.758,-7.259,2.976,-15.819,2.833,-2.244,9.046,2.591,-2.327,8.968,-0.122,0.672,-0.605,54.253
'0:03.258',-36.273,1217.334,-7.811,3.587,-15.145,2.808,-2.28,9.07,2.611,-2.327,8.968,-0.11,0.67,-0.572,54.257
'0:03.262',-9.553,1216.934,-8.261,4.51,-15.027,2.808,-2.256,9.058,2.659,-2.366,8.979,-0.106,0.679,-0.624,54.261
'0:03.266',17.398,1216.514,-8.552,5.616,-14.744,2.821,-2.244,9.059,2.668,-2.337,8.999,-0.131,0.666,-0.586,54.265
'0:03.270',20.352,1216.033,-8.909,6.172,-14.609,2.858,-2.232,9.083,2.697,-2.289,8.98,-0.127,0.677,-0.557,54.269
'0:03.273',12.783,1215.489,-9.369,6.52,-14.605,2.907,-2.221,9.109,2.707,-2.32,8.921,-0.127,0.677,-0.557,54.273
'0:03.277',15.506,1214.894,-9.968,6.642,-14.536,2.931,-2.246,9.06,2.746,-2.263,8.903,-0.117,0.668,-0.555,54.277
'0:03.281',24.413,1214.282,-10.471,6.801,-14.266,2.943,-2.223,9.036,2.775,-2.244,8.903,-0.115,0.677,-0.605,54.281
'0:03.285',32.489,1213.681,-10.977,6.978,-13.955,2.955,-2.236,9.012,2.823,-2.293,8.914,-0.131,0.661,-0.595,54.284
'0:03.289',34.658,1213.092,-11.377,6.96,-13.578,2.98,-2.224,9.025,2.813,-2.293,8.904,-0.11,0.674,-0.588,54.288
'0:03.293',28.428,1212.535,-11.956,6.514,-14.19,2.98,-2.224,9.025,2.804,-2.283,8.894,-0.131,0.658,-0.611,54.292
'0:03.297',33.042,1212.044,-12.459,6.306,-13.965,2.967,-2.248,9.012,2.833,-2.284,8.884,-0.115,0.666,-0.568,54.296
'0:03.301',26.028,1211.651,-12.721,6.104,-13.927,2.918,-2.271,8.987,2.804,-2.322,8.893,-0.115,0.666,-0.568,54.3
'0:03.305',32.766,1211.382,-13.167,5.805,-13.578,2.882,-2.247,8.963,2.746,-2.293,8.834,-0.12,0.674,-0.632,54.304
'0:03.309',33.042,1211.271,-13.594,5.414,-13.287,2.845,-2.247,8.938,2.708,-2.273,8.834,-0.122,0.659,-0.614,54.308
'0:03.313',42.457,1211.335,-14.047,5.017,-13.353,2.833,-2.282,8.949,2.698,-2.291,8.892,-0.129,0.659,-0.605,54.312
'0:03.316',48.133,1211.55,-14.206,4.998,-13.547,2.893,-2.319,8.974,2.708,-2.34,8.872,-0.115,0.666,-0.578,54.316
'0:03.320',58.655,1211.876,-14.375,5.066,-13.239,2.917,-2.379,9.009,2.746,-2.389,8.872,-0.141,0.668,-0.595,54.32
'0:03.324',65.116,1212.306,-14.871,4.962,-12.554,2.905,-2.415,8.996,2.812,-2.418,8.961,-0.141,0.668,-0.595,54.324
'0:03.328',64.562,1212.82,-15.202,5.035,-11.502,2.904,-2.427,8.996,2.726,-2.437,8.901,-0.136,0.67,-0.563,54.327
'0:03.332',58.378,1213.375,-15.615,4.693,-10.585,2.868,-2.427,8.959,2.736,-2.467,8.872,-0.127,0.668,-0.563,54.331
'0:03.336',64.839,1213.899,-16.009,4.791,-9.766,2.88,-2.416,8.911,2.66,-2.447,8.822,-0.129,0.663,-0.645,54.335
'0:03.340',44.072,1214.339,-16.552,4.644,-9.368,2.917,-2.405,8.912,2.708,-2.438,8.822,-0.138,0.666,-0.57,54.339
'0:03.344',65.623,1214.696,-16.816,4.809,-8.984,2.978,-2.406,8.925,2.737,-2.448,8.833,-0.129,0.668,-0.572,54.343
'0:03.348',78.037,1214.988,-17.336,5.335,-8.659,3.039,-2.431,8.961,2.823,-2.478,8.873,-0.118,0.665,-0.609,54.347
'0:03.352',101.758,1215.227,-17.587,6.288,-7.96,3.124,-2.457,8.95,2.871,-2.498,8.913,-0.118,0.665,-0.609,54.351
'0:03.355',110.941,1215.452,-18.087,7.094,-6.919,3.149,-2.47,8.938,3.006,-2.53,8.856,-0.129,0.649,-0.618,54.355
'0:03.359',110.111,1215.697,-18.709,7.95,-5.843,3.087,-2.517,8.912,2.987,-2.501,8.827,-0.129,0.661,-0.591,54.359
