'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:07.746',-73.189,1215.257,-8.237,-2.016,11.317,1.936,-3.655,8.355,1.806,-3.723,8.348,-0.008,0.624,-0.699,54.745
'0:07.750',-81.804,1214.236,-7.833,-2.27,11.464,1.85,-3.677,8.341,1.749,-3.714,8.269,-0.015,0.608,-0.731,54.749
'0:07.754',-95.823,1213.086,-7.654,-2.355,11.277,1.789,-3.64,8.366,1.73,-3.773,8.229,-0.01,0.62,-0.699,54.753
'0:07.758',-91.515,1211.852,-7.273,-2.713,10.97,1.766,-3.579,8.378,1.653,-3.605,8.278,-0.005,0.617,-0.762,54.757
'0:07.762',-96.097,1210.627,-6.7,-2.817,10.288,1.877,-3.522,8.332,1.759,-3.589,8.241,-0.005,0.617,-0.762,54.761
'0:07.766',-103.107,1209.493,-6.419,-3.109,8.717,2.085,-3.503,8.287,1.797,-3.55,8.232,-0.013,0.615,-0.71,54.765
'0:07.770',-113.366,1208.497,-6.045,-3.542,6.859,2.305,-3.508,8.302,2.086,-3.546,8.227,-0.012,0.615,-0.697,54.769
'0:07.773',-113.914,1207.722,-5.71,-3.664,5.702,2.415,-3.522,8.364,2.192,-3.556,8.278,-0.006,0.617,-0.691,54.773
'0:07.777',-109.333,1207.264,-5.316,-3.184,6.33,2.354,-3.495,8.436,2.22,-3.556,8.298,-0.005,0.619,-0.735,54.777
'0:07.781',-95.588,1207.126,-5.107,-2.327,7.888,2.122,-3.43,8.434,1.98,-3.475,8.294,-0.01,0.612,-0.714,54.781
'0:07.785',-85.602,1207.21,-4.408,-2.185,9.105,1.842,-3.291,8.409,1.873,-3.432,8.39,0.002,0.617,-0.766,54.784
'0:07.789',-81.804,1207.343,-3.845,-2.534,8.884,1.721,-3.181,8.397,1.672,-3.265,8.33,0.002,0.617,-0.766,54.788
'0:07.793',-83.174,1207.381,-3.223,-2.854,7.494,1.747,-3.087,8.302,1.672,-3.208,8.281,-0.015,0.601,-0.735,54.792
'0:07.797',-77.222,1207.239,-2.623,-3.419,5.381,1.87,-3.032,8.184,1.779,-3.094,8.206,-0.006,0.613,-0.71,54.796
'0:07.801',-76.987,1206.943,-2.527,-3.41,3.844,2.016,-3.084,8.161,1.856,-3.116,8.149,-0.017,0.619,-0.722,54.8
'0:07.805',-97.468,1206.626,-2.02,-3.184,3.235,2.076,-3.181,8.184,1.952,-3.196,8.14,-0.003,0.622,-0.731,54.804
'0:07.809',-49.458,1206.43,-1.54,-2.308,3.382,2.075,-3.276,8.243,1.904,-3.34,8.167,-0.017,0.606,-0.737,54.808
'0:07.813',51.886,1206.46,-1.053,-0.688,3.997,1.988,-3.37,8.264,1.866,-3.379,8.127,-0.017,0.606,-0.737,54.812
'0:07.816',211.225,1206.797,-0.523,0.575,4.091,1.89,-3.428,8.225,1.759,-3.424,8.203,0.004,0.608,-0.708,54.816
'0:07.820',374.05,1207.522,0.132,1.036,3.536,1.816,-3.463,8.2,1.74,-3.424,8.173,0.001,0.608,-0.754,54.82
'0:07.824',428.795,1208.664,0.47,1.017,2.921,1.778,-3.547,8.149,1.731,-3.512,8.134,-0.012,0.608,-0.716,54.824
'0:07.828',334.147,1210.11,0.927,1.611,2.687,1.741,-3.571,8.112,1.597,-3.589,8.052,-0.008,0.62,-0.724,54.827
'0:07.832',99.073,1211.665,1.434,1.912,2.366,1.655,-3.654,8.073,1.559,-3.638,8.022,0.001,0.617,-0.699,54.831
'0:07.836',-123.626,1213.14,2.338,2.185,1.979,1.617,-3.724,8.144,1.491,-3.733,8.04,-0.012,0.608,-0.718,54.835
'0:07.840',-419.631,1214.419,3.034,1.611,1.544,1.555,-3.769,8.227,1.462,-3.78,8.098,-0.012,0.608,-0.718,54.839
'0:07.844',-666.022,1215.478,3.925,1.554,0.902,1.592,-3.805,8.251,1.51,-3.82,8.108,-0.005,0.617,-0.689,54.843
'0:07.848',-730.478,1216.324,4.935,0.528,-0.882,1.629,-3.77,8.252,1.49,-3.829,8.127,-0.015,0.613,-0.695,54.847
'0:07.852',-683.017,1216.945,5.492,-0.245,-1.578,1.665,-3.795,8.228,1.538,-3.839,8.128,-0.005,0.622,-0.739,54.851
'0:07.855',-546.077,1217.266,5.879,-1.046,-1.404,1.667,-3.687,8.254,1.539,-3.723,8.119,-0.01,0.612,-0.716,54.855
'0:07.859',-398.603,1217.287,6.535,-1.064,-1.09,1.656,-3.567,8.232,1.509,-3.663,8.158,0.008,0.62,-0.708,54.859
'0:07.863',-244.667,1217.099,7.194,-1.055,-1.685,1.681,-3.495,8.258,1.51,-3.498,8.159,0.008,0.62,-0.708,54.863
'0:07.867',-121.981,1216.799,7.595,-0.999,-2.661,1.73,-3.434,8.344,1.548,-3.508,8.179,-0.006,0.606,-0.735,54.867
'0:07.871',-51.612,1216.449,8.254,-1.262,-3.824,1.853,-3.449,8.37,1.662,-3.508,8.279,-0.008,0.615,-0.71,54.87
'0:07.875',-21.42,1216.12,8.767,-0.631,-4.318,2,-3.463,8.444,1.691,-3.469,8.348,-0.015,0.626,-0.718,54.874
'0:07.879',-0.117,1215.899,9.065,-0.575,-4.445,2.073,-3.476,8.433,1.883,-3.52,8.37,-0.003,0.624,-0.693,54.878
'0:07.883',6.618,1215.886,9.337,-0.471,-4.084,2.085,-3.476,8.457,1.912,-3.53,8.39,-0.015,0.615,-0.731,54.882
'0:07.887',26.824,1216.153,9.847,-0.386,-3.904,2.06,-3.487,8.481,1.902,-3.511,8.38,0.006,0.613,-0.701,54.886
'0:07.891',28.704,1216.707,10.238,-0.367,-3.777,2.024,-3.474,8.481,1.921,-3.481,8.43,0.006,0.613,-0.701,54.89
'0:07.895',41.94,1217.487,10.596,-0.528,-3.951,1.988,-3.438,8.481,1.921,-3.481,8.4,0.001,0.615,-0.762,54.894
'0:07.898',33.285,1218.449,11.016,-0.951,-4.352,1.963,-3.449,8.468,1.892,-3.491,8.4,-0.008,0.615,-0.701,54.898
'0:07.902',26.002,1219.562,11.427,-1.526,-4.933,2.011,-3.534,8.479,1.892,-3.529,8.4,-0.008,0.615,-0.697,54.902
'0:07.906',44.602,1220.746,11.768,-2.204,-5.562,2.035,-3.57,8.503,1.864,-3.588,8.36,-0.003,0.619,-0.754,54.906
'0:07.910',42.449,1221.883,12.083,-2.638,-5.756,2.034,-3.606,8.503,1.911,-3.636,8.428,-0.015,0.61,-0.724,54.909
'0:07.914',39.238,1222.892,12.03,-3.043,-5.642,2.047,-3.618,8.527,1.93,-3.644,8.517,-0.015,0.61,-0.724,54.913
'0:07.918',34.108,1223.692,12.305,-3.448,-5.334,2.022,-3.605,8.563,1.892,-3.655,8.438,0.008,0.622,-0.76,54.917
'0:07.922',28.704,1224.2,12.45,-3.806,-5.488,1.986,-3.615,8.611,1.93,-3.674,8.467,-0.019,0.624,-0.695,54.921
'0:07.926',45.151,1224.33,12.566,-3.862,-5.368,2.035,-3.532,8.649,1.92,-3.654,8.536,-0.005,0.626,-0.724,54.925
'0:07.930',24.67,1224.055,12.679,-4.465,-5.756,2.072,-3.52,8.686,1.948,-3.624,8.605,-0.015,0.62,-0.71,54.929
'0:07.934',37.593,1223.509,12.709,-5.087,-6.01,2.133,-3.533,8.711,1.929,-3.535,8.654,0.004,0.622,-0.72,54.933
'0:07.938',33.56,1222.983,12.619,-5.36,-5.776,2.134,-3.46,8.737,1.938,-3.544,8.703,-0.013,0.617,-0.722,54.937
'0:07.941',45.151,1222.829,12.573,-5.435,-5.207,2.098,-3.411,8.749,1.948,-3.505,8.703,-0.013,0.617,-0.722,54.941
'0:07.945',45.699,1223.25,12.199,-5.869,-4.793,2.074,-3.338,8.738,1.929,-3.408,8.694,-0.02,0.626,-0.693,54.945
'0:07.949',71.309,1224.275,11.997,-6.048,-4.679,2.075,-3.277,8.8,1.938,-3.358,8.753,-0.022,0.629,-0.708,54.949
'0:07.953',66.453,1225.759,11.851,-5.793,-4.833,2.099,-3.265,8.824,1.938,-3.349,8.714,-0.005,0.627,-0.672,54.952
'0:07.957',65.631,1227.526,11.742,-5.596,-4.82,2.136,-3.278,8.849,1.996,-3.33,8.755,-0.01,0.622,-0.722,54.956
'0:07.961',48.949,1229.468,11.49,-5.087,-5.221,2.209,-3.303,8.874,2.034,-3.292,8.765,-0.006,0.627,-0.687,54.96
'0:07.965',64.574,1231.535,11.371,-5.181,-5.281,2.221,-3.363,8.897,2.043,-3.348,8.882,-0.006,0.627,-0.687,54.964
'0:07.969',69.429,1233.64,10.986,-4.993,-5.261,2.208,-3.398,8.932,2.091,-3.397,8.902,-0.006,0.638,-0.747,54.968
'0:07.973',78.319,1235.565,11.079,-4.785,-4.96,2.134,-3.456,8.942,2.042,-3.484,8.91,-0.024,0.622,-0.701,54.972
'0:07.977',79.65,1237.086,10.721,-4.927,-4.86,2.073,-3.443,8.93,1.966,-3.483,8.86,-0.017,0.627,-0.672,54.976
'0:07.980',82.626,1238.053,10.37,-5.351,-4.893,2.012,-3.443,8.88,1.937,-3.492,8.869,-0.006,0.627,-0.666,54.98
'0:07.984',83.174,1238.466,10.052,-6.019,-5.214,1.963,-3.429,8.88,1.86,-3.462,8.849,-0.008,0.635,-0.712,54.984
'0:07.988',70.213,1238.47,9.711,-6.651,-5.388,1.914,-3.405,8.868,1.86,-3.453,8.829,-0.015,0.631,-0.691,54.988
'0:07.992',92.064,1238.295,9.204,-6.82,-5.375,1.89,-3.368,8.88,1.745,-3.412,8.798,-0.015,0.631,-0.691,54.992
'0:07.996',92.338,1238.078,8.996,-7.348,-5.996,1.951,-3.38,8.917,1.783,-3.471,8.818,-0.005,0.635,-0.741,54.995
'0:08.000',82.352,1237.795,8.979,-7.517,-6.838,2.012,-3.405,8.966,1.841,-3.461,8.878,-0.02,0.622,-0.708,54.999
'0:08.004',86.385,1237.269,8.754,-7.48,-8.095,2.097,-3.431,8.979,1.907,-3.51,8.937,-0.02,0.629,-0.678,55.003
'0:08.008',102.832,1236.307,8.492,-7.319,-8.322,2.146,-3.432,8.943,1.975,-3.492,8.929,-0.029,0.64,-0.695,55.007
'0:08.012',104.477,1234.815,7.654,-7.366,-7.828,2.122,-3.384,8.907,1.975,-3.454,8.851,-0.017,0.638,-0.666,55.011
'0:08.016',120.924,1232.906,7.439,-7.404,-8.055,2.061,-3.371,8.907,1.946,-3.414,8.88,-0.017,0.638,-0.712,55.015
'0:08.020',114.698,1230.797,7.293,-7.103,-8.195,2.037,-3.323,8.883,1.918,-3.367,8.812,-0.033,0.626,-0.712,55.019
'0:08.023',105.534,1228.714,7.012,-6.575,-8.643,2.001,-3.299,8.846,1.889,-3.356,8.831,-0.022,0.635,-0.676,55.023
'0:08.027',89.91,1226.784,6.79,-6.462,-9.332,2.025,-3.312,8.798,1.918,-3.377,8.792,-0.017,0.633,-0.731,55.027
'0:08.031',57.29,1225.088,6.836,-6.443,-9.934,2.037,-3.36,8.834,1.899,-3.425,8.772,-0.02,0.629,-0.672,55.031
'0:08.035',71.035,1223.667,6.833,-6.067,-10.495,2.036,-3.456,8.844,1.937,-3.435,8.821,-0.034,0.633,-0.693,55.034
'0:08.039',125.506,1222.542,6.575,-5.539,-10.495,1.999,-3.479,8.843,1.899,-3.492,8.82,-0.019,0.631,-0.659,55.038
'0:08.043',162.981,1221.721,6.77,-5.643,-10.421,1.913,-3.502,8.781,1.851,-3.521,8.789,-0.019,0.631,-0.659,55.042
'0:08.047',198.029,1221.2,6.604,-6.189,-10.736,1.852,-3.514,8.72,1.755,-3.55,8.719,-0.024,0.627,-0.703,55.046
'0:08.051',232.254,1220.991,6.833,-6.632,-11.297,1.803,-3.465,8.72,1.649,-3.519,8.708,-0.031,0.633,-0.67,55.05
'0:08.055',231.706,1221.116,6.932,-6.98,-11.738,1.779,-3.452,8.72,1.64,-3.51,8.669,-0.024,0.629,-0.726,55.054
'0:08.059',256.259,1221.625,6.962,-7.404,-12.594,1.779,-3.405,8.696,1.66,-3.541,8.61,-0.034,0.624,-0.705,55.058
'0:08.063',261.898,1222.575,7.29,-7.743,-13.323,1.804,-3.419,8.624,1.65,-3.482,8.62,-0.029,0.633,-0.67,55.062
'0:08.066',278.619,1224.009,7.552,-8.252,-13.944,1.829,-3.395,8.637,1.679,-3.493,8.572,-0.029,0.633,-0.672,55.066
'0:08.070',278.345,1225.922,7.495,-8.732,-14.325,1.866,-3.384,8.601,1.747,-3.475,8.583,-0.041,0.633,-0.672,55.07
'0:08.074',293.46,1228.201,7.638,-8.582,-14.406,1.928,-3.314,8.579,1.776,-3.437,8.545,-0.022,0.635,-0.695,55.074
'0:08.078',302.897,1230.647,7.757,-8.893,-14.954,1.953,-3.255,8.532,1.806,-3.304,8.459,-0.045,0.629,-0.697,55.077
'0:08.082',295.066,1232.981,7.856,-8.93,-15.388,2.014,-3.209,8.546,1.834,-3.255,8.479,-0.017,0.638,-0.666,55.081
'0:08.086',295.888,1234.973,8.135,-8.525,-15.722,2.064,-3.149,8.584,1.94,-3.237,8.5,-0.036,0.624,-0.712,55.085
'0:08.090',293.186,1236.49,8.164,-7.979,-16.558,2.125,-3.162,8.597,1.949,-3.188,8.511,-0.05,0.631,-0.662,55.089
'0:08.094',290.21,1237.499,8.161,-7.48,-16.505,2.175,-3.115,8.598,1.978,-3.227,8.55,-0.05,0.631,-0.662,55.093
'0:08.098',270.004,1237.995,8.204,-7.272,-16.478,2.175,-3.103,8.623,2.026,-3.169,8.571,-0.047,0.64,-0.682,55.097
'0:08.102',249.249,1237.982,8.628,-6.528,-16.391,2.2,-3.054,8.684,2.074,-3.112,8.562,-0.034,0.638,-0.662,55.101
'0:08.105',233.585,1237.507,9.175,-5.756,-16.912,2.285,-3.068,8.709,2.131,-3.121,8.641,-0.045,0.635,-0.695,55.105
'0:08.109',211.5,1236.74,9.526,-5.388,-17.481,2.371,-3.118,8.673,2.209,-3.133,8.613,-0.052,0.633,-0.662,55.109
'0:08.113',160.005,1235.932,9.777,-5.011,-18.182,2.455,-3.204,8.697,2.276,-3.192,8.624,-0.038,0.642,-0.714,55.113
'0:08.117',126.563,1235.269,10.132,-5.011,-18.236,2.492,-3.241,8.673,2.305,-3.27,8.614,-0.048,0.629,-0.685,55.117
'0:08.121',75.617,1234.782,10.46,-5.002,-17.808,2.516,-3.279,8.624,2.305,-3.3,8.584,-0.048,0.629,-0.685,55.12
'0:08.125',42.449,1234.39,10.913,-4.814,-17.681,2.43,-3.278,8.575,2.306,-3.361,8.428,-0.052,0.642,-0.653,55.124
'0:08.129',16.839,1234.019,11.076,-5.435,-17.567,2.381,-3.253,8.538,2.277,-3.322,8.427,-0.043,0.638,-0.674,55.128
'0:08.133',-5.247,1233.615,11.288,-6.208,-17.868,2.321,-3.217,8.477,2.22,-3.263,8.417,-0.05,0.642,-0.682,55.132
'0:08.137',-21.42,1233.169,11.563,-6.792,-17.588,2.236,-3.131,8.453,2.162,-3.262,8.387,-0.061,0.636,-0.668,55.136
'0:08.141',-52.434,1232.735,11.357,-7.602,-17.434,2.175,-3.045,8.478,2.085,-3.164,8.396,-0.041,0.647,-0.655,55.14
'0:08.145',-52.16,1232.369,11.851,-7.913,-17.22,2.163,-3.02,8.515,2.075,-3.094,8.494,-0.041,0.647,-0.655,55.144
'0:08.148',-79.924,1232.027,12.02,-8.016,-17.547,2.212,-3.033,8.564,2.094,-3.094,8.494,-0.055,0.631,-0.676,55.148
'0:08.152',-87.756,1231.623,12.533,-7.913,-17.694,2.298,-3.082,8.576,2.132,-3.084,8.563,-0.061,0.642,-0.645,55.152
'0:08.156',-103.107,1231.097,12.941,-7.649,-17.641,2.395,-3.108,8.625,2.19,-3.086,8.506,-0.069,0.649,-0.662,55.156
'0:08.160',-115.52,1230.477,13.378,-7.338,-17.501,2.419,-3.18,8.649,2.238,-3.144,8.545,-0.048,0.64,-0.637,55.159
'0:08.164',-130.087,1229.843,13.679,-7.15,-16.585,2.468,-3.192,8.698,2.285,-3.23,8.692,-0.057,0.636,-0.668,55.163
'0:08.168',-127.659,1229.289,14.106,-7.103,-15.997,2.467,-3.228,8.709,2.285,-3.22,8.702,-0.045,0.643,-0.643,55.167
'0:08.172',-107.688,1228.835,14.229,-6.99,-15.388,2.455,-3.203,8.746,2.304,-3.24,8.673,-0.045,0.643,-0.643,55.171
'0:08.176',-107.179,1228.447,14.802,-7.263,-14.713,2.467,-3.203,8.77,2.314,-3.23,8.722,-0.057,0.651,-0.703,55.175
'0:08.180',-99.347,1228.084,15.537,-7.602,-14.412,2.468,-3.179,8.771,2.323,-3.249,8.731,-0.073,0.647,-0.653,55.179
'0:08.184',-94.491,1227.739,16.008,-9.175,-13.831,2.48,-3.167,8.771,2.314,-3.24,8.702,-0.061,0.645,-0.63,55.183
'0:08.188',-93.434,1227.405,16.657,-9.995,-13.697,2.505,-3.156,8.747,2.333,-3.23,8.703,-0.059,0.645,-0.624,55.187
'0:08.191',-92.064,1227.122,16.667,-10.937,-13.837,2.578,-3.17,8.724,2.381,-3.213,8.655,-0.064,0.649,-0.668,55.191
'0:08.195',-76.713,1226.926,17.157,-11.709,-14.152,2.639,-3.171,8.737,2.42,-3.184,8.656,-0.064,0.649,-0.668,55.195
'0:08.199',-83.174,1226.843,17.584,-12.529,-13.871,2.701,-3.16,8.75,2.506,-3.146,8.667,-0.075,0.643,-0.641,55.199
'0:08.203',-91.241,1226.855,17.866,-12.943,-13.998,2.774,-3.162,8.751,2.574,-3.177,8.668,-0.061,0.647,-0.662,55.202
'0:08.207',-74.794,1226.913,18.025,-13.584,-13.53,2.811,-3.175,8.727,2.573,-3.205,8.687,-0.078,0.643,-0.664,55.206
'0:08.211',-62.146,1226.943,18.452,-14.14,-13.543,2.848,-3.152,8.752,2.582,-3.184,8.815,-0.078,0.645,-0.63,55.21
'0:08.215',-79.141,1226.863,18.601,-14.987,-13.47,2.835,-3.152,8.728,2.66,-3.196,8.728,-0.089,0.656,-0.643,55.214
'0:08.219',-65.631,1226.626,18.684,-15.958,-12.982,2.836,-3.117,8.68,2.67,-3.16,8.611,-0.076,0.659,-0.628,55.218
'0:08.223',-56.468,1226.234,18.521,-16.89,-12.507,2.776,-3.033,8.608,2.641,-3.13,8.611,-0.076,0.659,-0.628,55.222
'0:08.227',-73.463,1225.746,18.346,-17.766,-12.093,2.765,-2.901,8.574,2.594,-3.015,8.523,-0.087,0.652,-0.657,55.226
'0:08.230',-61.872,1225.242,17.833,-18.972,-11.331,2.705,-2.767,8.576,2.537,-2.898,8.474,-0.061,0.659,-0.639,55.23
'0:08.234',-48.949,1224.796,17.319,-19.207,-10.301,2.634,-2.598,8.553,2.46,-2.741,8.484,-0.073,0.645,-0.672,55.234
'0:08.238',-51.377,1224.434,16.441,-19.264,-9.613,2.636,-2.393,8.593,2.441,-2.478,8.505,-0.092,0.649,-0.632,55.238
'0:08.242',-54.314,1224.105,15.882,-18.831,-8.871,2.662,-2.26,8.645,2.479,-2.382,8.507,-0.096,0.656,-0.637,55.242
'0:08.246',-53.766,1223.717,15.143,-17.785,-8.47,2.81,-2.153,8.782,2.613,-2.255,8.647,-0.096,0.656,-0.637,55.245
'0:08.250',-61.324,1223.234,15.176,-16.41,-7.921,2.957,-2.106,8.893,2.689,-2.236,8.726,-0.078,0.656,-0.601,55.249
'0:08.254',-66.453,1222.642,14.424,-14.978,-7.547,3.14,-2.145,8.98,2.901,-2.209,8.818,-0.085,0.659,-0.643,55.253
'0:08.258',-67.785,1221.954,13.802,-13.48,-7.052,3.311,-2.196,9.018,3.016,-2.201,8.83,-0.09,0.647,-0.611,55.257
'0:08.262',-68.881,1221.229,13.149,-12.387,-6.297,3.42,-2.269,9.091,3.131,-2.288,8.909,-0.075,0.656,-0.67,55.261
'0:08.266',-68.333,1220.575,12.695,-10.805,-5.194,3.396,-2.316,9.102,3.188,-2.346,8.978,-0.096,0.651,-0.645,55.265
'0:08.270',-61.598,1220.154,12.069,-9.505,-3.463,3.322,-2.339,9.064,3.188,-2.356,8.968,-0.092,0.654,-0.609,55.269
'0:08.273',-68.333,1220.075,11.573,-8.742,-3.068,3.236,-2.338,9.026,3.14,-2.366,8.918,-0.092,0.654,-0.609,55.273
'0:08.277',-68.333,1220.366,10.764,-8.864,-2.788,3.15,-2.325,9.013,3.073,-2.366,8.878,-0.096,0.654,-0.611,55.277
'0:08.281',-82.352,1220.966,10.006,-8.45,-2.861,3.053,-2.298,9.025,2.958,-2.325,8.857,-0.085,0.666,-0.643,55.281
'0:08.285',-81.295,1221.742,9.542,-7.969,-3.088,2.967,-2.32,8.999,2.862,-2.363,8.845,-0.097,0.656,-0.645,55.284
'0:08.289',-93.16,1222.558,8.751,-7.555,-3.436,2.942,-2.332,8.986,2.794,-2.362,8.834,-0.078,0.658,-0.611,55.288
'0:08.293',-86.425,1223.35,8.111,-7.442,-4.011,2.942,-2.38,8.985,2.803,-2.39,8.893,-0.09,0.647,-0.657,55.292
'0:08.297',-71.035,1224.088,7.76,-7.319,-4.88,2.953,-2.44,9.021,2.804,-2.449,8.853,-0.09,0.647,-0.657,55.296
'0:08.301',-67.002,1224.73,6.813,-6.377,-5.201,2.916,-2.476,8.995,2.775,-2.458,8.882,-0.106,0.652,-0.609,55.3
'0:08.305',-47.853,1225.155,6.207,-5.765,-5.274,2.867,-2.476,8.946,2.736,-2.496,8.891,-0.104,0.663,-0.62,55.304
'0:08.309',-59.718,1225.292,5.604,-4.738,-4.833,2.794,-2.486,8.921,2.717,-2.514,8.91,-0.097,0.658,-0.601,55.308
'0:08.313',-69.429,1225.213,5.044,-4.069,-4.987,2.72,-2.485,8.871,2.602,-2.543,8.859,-0.101,0.652,-0.641,55.312
'0:08.316',-69.978,1225.105,4.428,-3.58,-5.461,2.61,-2.483,8.858,2.554,-2.514,8.8,-0.103,0.649,-0.611,55.316
'0:08.320',-81.569,1225.071,3.63,-2.609,-4.813,2.475,-2.469,8.808,2.391,-2.492,8.748,-0.097,0.661,-0.666,55.32
'0:08.324',-78.045,1225.121,2.971,-1.432,-4.773,2.427,-2.409,8.76,2.353,-2.464,8.699,-0.097,0.661,-0.666,55.324
'0:08.328',-75.617,1225.201,2.289,-0.245,-4.853,2.402,-2.432,8.771,2.276,-2.501,8.688,-0.104,0.651,-0.637,55.327
'0:08.332',-87.208,1225.188,1.772,0.556,-5.194,2.378,-2.467,8.818,2.238,-2.501,8.687,-0.096,0.656,-0.611,55.331
'0:08.336',-102.323,1224.917,1.398,1.903,-5.348,2.315,-2.537,8.841,2.18,-2.538,8.696,-0.089,0.658,-0.605,55.335
'0:08.340',-95.588,1224.309,0.911,3.514,-4.472,2.204,-2.607,8.801,2.083,-2.643,8.713,-0.096,0.661,-0.632,55.339
'0:08.344',-92.886,1223.371,0.414,4.39,-3.489,2.118,-2.654,8.775,2.044,-2.7,8.741,-0.104,0.652,-0.62,55.343
'0:08.348',-92.064,1222.129,-0.229,5.172,-3.443,2.118,-2.702,8.762,1.987,-2.71,8.71,-0.104,0.652,-0.591,55.347
'0:08.352',-88.813,1220.662,-0.45,5.313,-4.472,2.228,-2.68,8.788,2.074,-2.711,8.712,-0.08,0.665,-0.591,55.351
'0:08.355',-87.482,1219.145,-1.322,5.671,-5.321,2.388,-2.623,8.804,2.179,-2.684,8.724,-0.104,0.652,-0.639,55.355
'0:08.359',-78.867,1217.808,-1.649,5.963,-5.167,2.548,-2.59,8.831,2.352,-2.609,8.727,-0.111,0.656,-0.605,55.359
'0:08.363',-74.559,1216.807,-2.524,6.594,-3.997,2.609,-2.566,8.941,2.342,-2.627,8.776,-0.101,0.665,-0.603,55.363
'0:08.367',-89.91,1216.22,-2.815,7.432,-2.801,2.56,-2.528,8.965,2.38,-2.577,8.894,-0.092,0.661,-0.605,55.367
'0:08.371',-88.304,1216.053,-3.057,7.659,-2.554,2.549,-2.48,8.966,2.399,-2.539,8.865,-0.094,0.656,-0.641,55.37
'0:08.375',-88.578,1216.274,-3.352,7.545,-3.316,2.61,-2.47,8.931,2.438,-2.521,8.827,-0.094,0.656,-0.641,55.374
'0:08.379',-79.65,1216.828,-4.004,7.527,-4.258,2.782,-2.438,8.909,2.515,-2.494,8.809,-0.096,0.656,-0.601,55.378
'0:08.383',-89.087,1217.674,-4.379,7.743,-4.412,2.929,-2.454,8.863,2.756,-2.479,8.784,-0.087,0.659,-0.666,55.382
'0:08.387',-103.107,1218.795,-5.435,8.111,-4.071,3.064,-2.397,8.866,2.852,-2.451,8.786,-0.101,0.654,-0.626,55.386
'0:08.391',-103.655,1220.22,-5.959,8.864,-2.874,3.101,-2.385,8.903,2.891,-2.422,8.806,-0.101,0.656,-0.591,55.39
'0:08.395',-90.732,1221.937,-6.472,9.929,-1.805,3.04,-2.36,8.926,2.9,-2.403,8.816,-0.108,0.652,-0.591,55.394
'0:08.398',-81.804,1223.896,-7.151,10.503,-1.096,3.004,-2.299,8.915,2.842,-2.402,8.815,-0.108,0.654,-0.639,55.398
'0:08.402',-87.756,1225.984,-7.913,10.899,-0.889,3.004,-2.263,8.903,2.834,-2.354,8.747,-0.089,0.654,-0.639,55.402
'0:08.406',-99.895,1228.03,-8.234,11.031,-1.163,3.065,-2.288,8.94,2.92,-2.374,8.797,-0.101,0.654,-0.62,55.406
'0:08.410',-101.775,1229.793,-8.704,11.606,-1.497,3.15,-2.349,9.001,2.91,-2.392,8.875,-0.083,0.658,-0.634,55.409
'0:08.414',-92.064,1231.089,-9.337,12.237,-1.39,3.21,-2.433,9.061,2.976,-2.469,8.983,-0.092,0.645,-0.643,55.413
'0:08.418',-83.723,1231.952,-9.489,12.792,-0.501,3.197,-2.541,9.07,3.024,-2.479,9.003,-0.096,0.654,-0.618,55.417
'0:08.422',-87.208,1232.61,-9.946,12.755,0.348,3.135,-2.647,9.08,2.994,-2.604,9.031,-0.104,0.659,-0.628,55.421
'0:08.426',-81.569,1233.348,-10.158,12.698,1.17,3.024,-2.717,9.101,2.918,-2.652,8.981,-0.104,0.659,-0.628,55.425
'0:08.430',-69.704,1234.331,-10.453,12.359,1.805,2.95,-2.752,9.063,2.812,-2.757,8.978,-0.087,0.663,-0.611,55.429
'0:08.434',-61.872,1235.561,-10.513,12.124,2.106,2.827,-2.75,8.989,2.697,-2.746,8.976,-0.096,0.651,-0.641,55.433
'0:08.438',-83.174,1236.924,-10.953,11.634,2.594,2.766,-2.762,8.94,2.659,-2.766,8.907,-0.092,0.652,-0.611,55.437
'0:08.441',-83.449,1238.295,-10.887,11.106,2.767,2.68,-2.771,8.962,2.543,-2.832,8.885,-0.08,0.658,-0.676,55.441
'0:08.445',-79.141,1239.637,-10.788,10.89,3.235,2.631,-2.819,8.912,2.495,-2.841,8.904,-0.094,0.647,-0.628,55.445
'0:08.449',-71.035,1240.916,-11.096,10.607,3.55,2.606,-2.855,8.911,2.514,-2.929,8.884,-0.092,0.654,-0.62,55.449
'0:08.453',-33.834,1242.008,-11.178,10.221,3.697,2.581,-2.914,8.898,2.457,-2.938,8.853,-0.092,0.654,-0.62,55.452
'0:08.457',-7.127,1242.683,-11.225,9.448,3.984,2.58,-2.964,8.836,2.419,-2.987,8.823,-0.094,0.654,-0.601,55.456
'0:08.461',-3.368,1242.704,-11.381,9.006,4.345,2.567,-3.011,8.835,2.429,-2.998,8.765,-0.076,0.659,-0.649,55.46
'0:08.465',-10.377,1241.929,-11.467,9.043,4.773,2.555,-3.024,8.811,2.419,-3.017,8.774,-0.089,0.645,-0.628,55.464
